camera	frame	cX	cY	area	minI	maxI	meanI
right	480	120	65	0.5	124.0	137.0	125.5
right	480	292	325	1.5	117.0	168.0	141.20000000000002
left	481	356	326	2.5	114.0	157.0	131.28571428571428
right	481	120	65	0.5	124.0	137.0	125.5
right	481	292	325	1.5	117.0	168.0	141.20000000000002
left	482	356	326	2.5	114.0	157.0	131.28571428571428
right	482	120	65	0.5	124.0	137.0	125.5
right	482	292	325	1.5	117.0	168.0	141.20000000000002
left	483	356	326	3.0	113.0	151.0	125.28571428571428
right	483	120	65	0.5	124.0	137.0	125.5
right	483	292	325	1.5	117.0	168.0	141.20000000000002
left	484	356	326	3.0	113.0	151.0	125.28571428571428
right	484	120	65	2.0	113.0	144.0	123.33333333333333
right	484	293	325	2.0	113.0	155.0	128.0
left	485	356	326	3.0	113.0	151.0	125.28571428571428
right	485	120	65	2.0	113.0	144.0	123.33333333333333
right	485	293	325	2.0	113.0	155.0	128.0
left	486	356	326	3.0	113.0	151.0	125.28571428571428
right	486	120	65	2.0	113.0	144.0	123.33333333333333
right	486	293	325	2.0	113.0	155.0	128.0
left	487	356	326	1.5	115.0	158.0	142.8
right	487	121	65	1.5	117.0	141.0	124.80000000000001
right	487	293	325	2.0	116.0	143.0	123.83333333333333
left	488	356	326	1.5	115.0	158.0	142.8
right	488	121	65	1.5	117.0	141.0	124.80000000000001
right	488	293	325	2.0	116.0	143.0	123.83333333333333
left	489	356	326	1.5	115.0	158.0	142.8
right	489	121	65	1.5	117.0	141.0	124.80000000000001
right	489	293	325	2.0	116.0	143.0	123.83333333333333
left	490	356	326	1.5	114.0	137.0	121.2
right	490	121	65	1.5	117.0	141.0	124.80000000000001
right	490	293	325	2.0	116.0	143.0	123.83333333333333
left	491	356	326	1.5	114.0	137.0	121.2
right	491	292	325	2.0	113.0	162.0	133.16666666666666
left	492	356	326	1.5	114.0	137.0	121.2
right	492	292	325	2.0	113.0	162.0	133.16666666666666
left	493	356	326	1.5	114.0	137.0	121.2
right	493	292	325	2.0	113.0	162.0	133.16666666666666
left	494	356	326	1.0	114.0	128.0	116.25
right	494	292	325	2.0	113.0	162.0	133.16666666666666
left	495	356	326	1.0	114.0	128.0	116.25
right	495	292	325	1.0	117.0	145.0	126.25
left	496	356	326	1.0	114.0	128.0	116.25
right	496	292	325	1.0	117.0	145.0	126.25
left	497	356	326	1.0	114.0	128.0	116.25
right	497	292	325	1.0	117.0	145.0	126.25
left	498	356	326	1.5	116.0	142.0	124.80000000000001
right	498	292	325	1.0	117.0	145.0	126.25
left	499	356	326	1.5	116.0	142.0	124.80000000000001
right	499	120	65	2.0	114.0	134.0	119.66666666666666
right	499	292	325	1.5	128.0	148.0	133.20000000000002
left	500	356	326	1.5	116.0	142.0	124.80000000000001
right	500	120	65	2.0	114.0	134.0	119.66666666666666
right	500	292	325	1.5	128.0	148.0	133.20000000000002
left	501	356	326	1.5	116.0	142.0	124.80000000000001
right	501	120	65	2.0	114.0	134.0	119.66666666666666
right	501	292	325	1.5	128.0	148.0	133.20000000000002
left	502	356	326	1.5	114.0	175.0	141.4
right	502	120	65	1.5	116.0	134.0	120.2
right	502	292	325	2.0	114.0	142.0	127.5
left	503	356	326	1.5	114.0	175.0	141.4
right	503	120	65	1.5	116.0	134.0	120.2
right	503	292	325	2.0	114.0	142.0	127.5
left	504	356	326	1.5	114.0	175.0	141.4
right	504	120	65	1.5	116.0	134.0	120.2
right	504	292	325	2.0	114.0	142.0	127.5
left	505	356	326	2.0	115.0	143.0	122.66666666666666
right	505	120	65	1.5	116.0	134.0	120.2
right	505	292	325	2.0	114.0	142.0	127.5
left	506	356	326	2.0	115.0	143.0	122.66666666666666
right	506	121	65	1.0	117.0	131.0	122.80000000000001
right	506	292	325	2.0	114.0	151.0	126.16666666666666
left	507	356	326	2.0	115.0	143.0	122.66666666666666
right	507	121	65	1.0	117.0	131.0	122.80000000000001
right	507	292	325	2.0	114.0	151.0	126.16666666666666
left	508	356	326	2.0	115.0	143.0	122.66666666666666
right	508	121	65	1.0	117.0	131.0	122.80000000000001
right	508	292	325	2.0	114.0	151.0	126.16666666666666
left	509	355	326	0.5	117.0	144.0	125.66666666666666
left	509	467	374	0.5	116.0	119.0	113.0
right	509	121	65	1.0	117.0	131.0	122.0
right	509	292	325	2.0	114.0	147.0	129.16666666666666
left	510	355	326	0.5	117.0	144.0	125.66666666666666
left	510	467	374	0.5	116.0	119.0	113.0
right	510	292	325	1.5	119.0	149.0	135.6
left	511	355	326	0.5	117.0	144.0	125.66666666666666
left	511	467	374	0.5	116.0	119.0	113.0
right	511	292	325	1.5	119.0	149.0	135.6
left	512	355	326	0.5	117.0	144.0	125.66666666666666
left	512	467	374	0.5	116.0	119.0	113.0
right	512	292	325	1.5	119.0	149.0	135.6
left	513	356	326	0.5	116.0	136.0	121.33333333333333
right	513	292	325	1.5	119.0	145.0	134.8
left	514	356	326	0.5	116.0	136.0	121.33333333333333
right	514	292	325	2.5	113.0	152.0	129.85714285714286
left	515	356	326	0.5	116.0	136.0	121.33333333333333
right	515	292	325	2.5	113.0	152.0	129.85714285714286
left	516	356	326	0.5	116.0	136.0	121.33333333333333
right	516	292	325	2.5	113.0	152.0	129.85714285714286
left	517	355	326	1.0	130.0	138.0	134.0
left	517	467	372	1.0	113.0	120.0	113.5
right	517	292	325	1.5	121.0	144.0	129.20000000000002
left	518	355	326	1.0	130.0	138.0	134.0
left	518	467	372	1.0	113.0	120.0	113.5
right	518	292	325	1.5	121.0	144.0	129.20000000000002
left	519	355	326	1.0	130.0	138.0	134.0
left	519	467	372	1.0	113.0	120.0	113.5
right	519	292	325	1.5	121.0	144.0	129.20000000000002
left	520	356	326	2.0	117.0	148.0	125.33333333333333
right	520	292	325	1.5	121.0	144.0	129.20000000000002
left	521	356	326	2.0	117.0	148.0	125.33333333333333
right	521	292	325	1.0	116.0	145.0	124.0
left	522	356	326	2.0	117.0	148.0	125.33333333333333
right	522	292	325	1.0	116.0	145.0	124.0
left	523	356	326	2.0	117.0	148.0	125.33333333333333
right	523	292	325	1.0	116.0	145.0	124.0
left	524	355	326	2.0	114.0	144.0	125.16666666666666
right	524	292	325	1.0	116.0	145.0	124.0
left	525	355	326	2.0	114.0	144.0	125.16666666666666
right	525	121	65	1.0	115.0	136.0	118.80000000000001
right	525	292	325	1.0	112.0	130.0	120.0
left	526	355	326	2.0	114.0	144.0	125.16666666666666
right	526	121	65	1.0	115.0	136.0	118.80000000000001
right	526	292	325	1.0	112.0	130.0	120.0
left	527	355	326	2.0	114.0	144.0	125.16666666666666
right	527	121	65	1.0	115.0	136.0	118.80000000000001
right	527	292	325	1.0	112.0	130.0	120.0
left	528	356	326	1.0	123.0	142.0	128.0
right	528	121	65	1.0	115.0	136.0	118.80000000000001
right	528	292	325	1.0	112.0	130.0	120.0
left	529	356	326	1.0	123.0	142.0	128.0
right	529	120	65	1.5	113.0	145.0	119.80000000000001
right	529	292	324	1.0	115.0	152.0	133.0
left	530	356	326	1.0	123.0	142.0	128.0
right	530	120	65	1.5	113.0	145.0	119.80000000000001
right	530	292	324	1.0	115.0	152.0	133.0
left	531	356	326	1.0	123.0	142.0	128.0
right	531	120	65	1.5	113.0	145.0	119.80000000000001
right	531	292	324	1.0	115.0	152.0	133.0
left	532	356	326	1.5	115.0	138.0	125.80000000000001
right	532	120	65	0.5	112.0	133.0	118.80000000000001
right	532	292	325	1.0	124.0	141.0	131.0
left	533	356	326	1.5	115.0	138.0	125.80000000000001
right	533	120	65	0.5	112.0	133.0	118.80000000000001
right	533	292	325	1.0	124.0	141.0	131.0
left	534	356	326	1.5	115.0	138.0	125.80000000000001
right	534	120	65	0.5	112.0	133.0	118.80000000000001
right	534	292	325	1.0	124.0	141.0	131.0
left	535	355	326	3.5	112.0	156.0	127.625
right	535	120	65	0.5	112.0	133.0	118.80000000000001
right	535	292	325	1.0	124.0	141.0	131.0
left	536	355	326	3.5	112.0	156.0	127.625
right	536	121	65	1.0	112.0	131.0	116.4
right	536	292	325	1.0	133.0	156.0	140.25
left	537	355	326	3.5	112.0	156.0	127.625
right	537	121	65	1.0	112.0	131.0	116.4
right	537	292	325	1.0	133.0	156.0	140.25
left	538	355	326	3.5	112.0	156.0	127.625
right	538	121	65	1.0	112.0	131.0	116.4
right	538	292	325	1.0	133.0	156.0	140.25
right	539	121	65	1.0	112.0	131.0	116.4
right	539	292	325	1.0	133.0	156.0	140.25
right	540	121	65	1.0	121.0	145.0	131.5
right	541	121	65	1.0	121.0	145.0	131.5
right	542	121	65	1.0	121.0	145.0	131.5
right	543	121	65	1.0	121.0	145.0	131.5
right	544	120	65	0.5	123.0	141.0	124.0
right	545	120	65	0.5	123.0	141.0	124.0
right	546	120	65	0.5	123.0	141.0	124.0
right	547	120	65	2.0	114.0	133.0	119.5
right	548	120	65	2.0	114.0	133.0	119.5
right	549	120	65	2.0	114.0	133.0	119.5
right	550	120	65	2.0	114.0	133.0	119.5
right	551	120	65	0.5	113.0	136.0	118.25
right	552	120	65	0.5	113.0	136.0	118.25
right	553	120	65	0.5	113.0	136.0	118.25
right	554	120	65	0.5	113.0	136.0	118.25
right	555	120	65	2.0	116.0	152.0	127.16666666666666
right	556	120	65	2.0	116.0	152.0	127.16666666666666
right	557	120	65	2.0	116.0	152.0	127.16666666666666
right	558	120	65	2.0	116.0	152.0	127.16666666666666
left	562	468	375	1.0	113.0	116.0	110.25
left	563	468	375	1.0	113.0	116.0	110.25
left	564	468	375	1.0	113.0	116.0	110.25
left	565	468	375	1.0	113.0	116.0	110.25
right	566	121	65	1.0	121.0	126.0	118.5
right	567	121	65	1.0	121.0	126.0	118.5
right	568	121	65	1.0	121.0	126.0	118.5
right	569	121	65	1.0	121.0	126.0	118.5
right	570	120	65	2.0	115.0	134.0	121.66666666666666
right	571	120	65	2.0	115.0	134.0	121.66666666666666
right	572	120	65	2.0	115.0	134.0	121.66666666666666
right	573	120	65	2.0	115.0	134.0	121.66666666666666
right	574	120	65	0.5	113.0	138.0	117.25
right	575	120	65	0.5	113.0	138.0	117.25
right	576	120	65	0.5	113.0	138.0	117.25
left	577	383	100	1.0	113.0	255.0	249.23244929797193
right	577	290	379	2.5	119.0	143.0	127.0
left	578	383	100	1.0	113.0	255.0	249.23244929797193
right	578	290	379	2.5	119.0	143.0	127.0
left	579	383	100	1.0	113.0	255.0	249.23244929797193
right	579	290	379	2.5	119.0	143.0	127.0
left	580	353	381	1.0	115.0	152.0	130.0
right	580	290	379	2.5	119.0	143.0	127.0
left	581	353	381	1.0	115.0	152.0	130.0
right	581	120	65	2.0	114.0	144.0	123.85714285714285
right	581	290	378	2.0	131.0	147.0	135.66666666666666
left	582	353	381	1.0	115.0	152.0	130.0
right	582	120	65	2.0	114.0	144.0	123.85714285714285
right	582	290	378	2.0	131.0	147.0	135.66666666666666
left	583	353	381	1.0	115.0	152.0	130.0
right	583	120	65	2.0	114.0	144.0	123.85714285714285
right	583	290	378	2.0	131.0	147.0	135.66666666666666
left	584	81	200	1.0	111.0	255.0	249.58814352574103
left	584	353	381	4.0	117.0	162.0	133.22222222222223
right	584	120	65	2.0	114.0	144.0	123.85714285714285
right	584	290	378	2.0	131.0	147.0	135.66666666666666
left	585	81	200	1.0	111.0	255.0	250.16848673946959
left	585	353	381	4.0	117.0	162.0	133.22222222222223
right	585	120	65	0.5	116.0	135.0	121.75
right	585	290	379	2.5	112.0	150.0	122.83333333333333
left	586	81	200	1.0	111.0	255.0	249.94071762870516
left	586	353	381	4.0	117.0	162.0	133.22222222222223
right	586	120	65	0.5	116.0	135.0	121.75
right	586	290	379	2.5	112.0	150.0	122.83333333333333
left	587	81	200	1.0	111.0	255.0	250.10764430577223
left	587	353	381	4.0	117.0	162.0	133.22222222222223
right	587	120	65	0.5	116.0	135.0	121.75
right	587	290	379	2.5	112.0	150.0	122.83333333333333
left	588	353	382	1.5	117.0	152.0	136.0
right	588	120	65	0.5	116.0	135.0	121.75
right	588	290	379	2.5	112.0	150.0	122.83333333333333
left	589	353	382	1.5	117.0	152.0	136.0
right	589	120	65	1.5	112.0	136.0	120.2
right	589	290	379	1.0	113.0	158.0	131.25
left	590	353	382	1.5	117.0	152.0	136.0
right	590	120	65	1.5	112.0	136.0	120.2
right	590	290	379	1.0	113.0	158.0	131.25
left	591	353	382	1.5	117.0	152.0	136.0
right	591	120	65	1.5	112.0	136.0	120.2
right	591	290	379	1.0	113.0	158.0	131.25
left	592	353	382	2.0	116.0	145.0	130.83333333333331
right	592	120	65	0.5	116.0	124.0	116.0
left	593	353	382	2.0	116.0	145.0	130.83333333333331
right	593	120	65	0.5	116.0	124.0	116.0
left	594	353	382	2.0	116.0	145.0	130.83333333333331
right	594	120	65	0.5	116.0	124.0	116.0
left	595	353	382	2.0	116.0	145.0	130.83333333333331
right	595	120	65	0.5	116.0	124.0	116.0
left	596	352	382	1.0	117.0	128.0	118.0
right	596	121	65	1.0	112.0	136.0	119.60000000000001
left	597	352	382	1.0	117.0	128.0	118.0
right	597	121	65	1.0	117.0	138.0	120.0
left	598	352	382	1.0	117.0	128.0	118.0
right	598	121	65	1.0	115.0	137.0	120.0
left	599	353	382	3.0	119.0	158.0	133.28571428571428
right	599	121	65	1.0	112.0	136.0	119.60000000000001
left	600	353	382	3.0	119.0	158.0	133.28571428571428
right	600	121	65	1.0	114.0	138.0	120.0
right	600	290	379	1.0	117.0	156.0	130.0
left	601	353	382	3.0	119.0	158.0	133.28571428571428
right	601	121	65	1.0	114.0	138.0	120.0
right	601	290	379	1.0	117.0	156.0	130.0
left	602	353	382	3.0	119.0	158.0	133.28571428571428
right	602	121	65	1.0	114.0	138.0	120.0
right	602	290	379	1.0	117.0	156.0	130.0
left	603	352	381	4.5	112.0	157.0	130.88888888888889
right	603	121	65	1.0	114.0	138.0	120.0
right	603	290	379	1.0	117.0	156.0	130.0
left	604	352	381	4.5	112.0	157.0	130.88888888888889
right	604	120	65	2.0	112.0	144.0	121.66666666666666
right	604	290	379	1.0	114.0	137.0	120.5
left	605	352	381	4.5	112.0	157.0	130.88888888888889
right	605	120	65	2.0	112.0	144.0	121.66666666666666
right	605	290	379	1.0	114.0	137.0	120.5
left	606	352	381	4.5	112.0	157.0	130.88888888888889
right	606	120	65	2.0	112.0	144.0	121.66666666666666
right	606	290	379	1.0	114.0	137.0	120.5
left	607	352	381	5.0	113.0	164.0	132.5
right	607	121	65	1.5	112.0	127.0	113.5
right	607	290	379	1.5	114.0	155.0	132.6
left	608	352	381	5.0	113.0	164.0	132.5
right	608	121	65	1.5	112.0	127.0	113.5
right	608	290	379	1.5	114.0	155.0	132.6
left	609	352	381	5.0	113.0	164.0	132.5
right	609	121	65	1.5	112.0	127.0	113.5
right	609	290	379	1.5	114.0	155.0	132.6
left	610	352	381	5.0	114.0	164.0	133.3
right	610	121	65	1.5	112.0	127.0	113.5
right	610	290	379	1.5	114.0	155.0	132.6
left	611	352	381	5.0	114.0	164.0	133.3
right	611	120	65	0.5	116.0	128.0	119.0
right	611	290	379	2.0	120.0	157.0	132.83333333333331
left	612	352	381	5.0	114.0	164.0	133.3
right	612	120	65	0.5	116.0	128.0	119.0
right	612	290	379	2.0	120.0	157.0	132.83333333333331
left	613	352	381	5.0	114.0	164.0	133.3
right	613	120	65	0.5	116.0	128.0	119.0
right	613	290	379	2.0	120.0	157.0	132.83333333333331
left	614	352	381	3.0	123.0	156.0	134.0
right	614	120	65	0.5	116.0	128.0	119.0
right	614	290	379	2.0	120.0	157.0	132.83333333333331
left	615	352	381	3.0	123.0	156.0	134.0
right	615	121	65	1.0	121.0	137.0	121.60000000000001
right	615	290	379	3.0	112.0	143.0	124.0
left	616	352	381	3.0	123.0	156.0	134.0
right	616	121	65	1.0	121.0	137.0	121.60000000000001
right	616	290	379	3.0	112.0	143.0	124.0
left	617	352	381	3.0	123.0	156.0	134.0
right	617	121	65	1.0	121.0	137.0	121.60000000000001
right	617	290	379	3.0	112.0	143.0	124.0
left	618	352	381	3.5	119.0	155.0	134.25
right	618	121	65	1.0	121.0	137.0	121.60000000000001
right	618	290	379	3.0	112.0	143.0	124.0
left	619	352	381	3.5	119.0	155.0	134.25
right	619	121	65	1.5	124.0	139.0	124.83333333333333
right	619	290	379	4.5	115.0	168.0	139.1
left	620	352	381	3.5	119.0	155.0	134.25
right	620	121	65	1.5	124.0	139.0	124.83333333333333
right	620	290	379	4.5	115.0	168.0	139.1
left	621	352	381	3.5	119.0	155.0	134.25
right	621	121	65	1.5	124.0	139.0	124.83333333333333
right	621	290	379	4.5	115.0	168.0	139.1
left	622	352	381	3.5	116.0	155.0	129.875
right	622	290	378	4.0	115.0	149.0	129.66666666666666
left	623	352	381	3.5	116.0	155.0	129.875
right	623	290	378	4.0	115.0	149.0	129.66666666666666
left	624	352	381	3.5	116.0	155.0	129.875
right	624	290	378	4.0	115.0	149.0	129.66666666666666
left	625	351	381	1.5	124.0	151.0	132.6
right	625	290	378	4.0	115.0	149.0	129.66666666666666
left	626	351	381	1.5	124.0	151.0	132.6
right	626	120	65	1.5	113.0	134.0	120.0
right	626	289	378	2.0	123.0	147.0	128.66666666666666
left	627	351	381	1.5	124.0	151.0	132.6
right	627	120	65	1.5	113.0	134.0	120.0
right	627	289	378	2.0	123.0	147.0	128.66666666666666
left	628	351	381	1.5	124.0	151.0	132.6
right	628	120	65	1.5	113.0	134.0	120.0
right	628	289	378	2.0	123.0	147.0	128.66666666666666
right	629	120	65	1.5	113.0	134.0	120.0
right	629	289	378	2.0	123.0	147.0	128.66666666666666
right	630	121	65	1.5	112.0	152.0	127.66666666666666
right	630	289	378	1.0	116.0	127.0	118.5
right	631	121	65	1.5	112.0	152.0	127.66666666666666
right	631	289	378	1.0	116.0	127.0	118.5
right	632	121	65	1.5	112.0	152.0	127.66666666666666
right	632	289	378	1.0	116.0	127.0	118.5
right	633	121	65	1.5	112.0	152.0	127.66666666666666
right	633	289	378	1.0	116.0	127.0	118.5
right	634	290	378	1.0	114.0	141.0	122.5
right	635	290	378	1.0	114.0	141.0	122.5
right	636	290	378	1.0	114.0	141.0	122.5
left	637	467	373	0.5	112.0	120.0	113.0
left	637	351	380	2.0	117.0	165.0	130.83333333333331
right	637	290	378	1.0	113.0	141.0	121.75
left	638	467	373	0.5	112.0	120.0	113.0
left	638	351	380	2.0	117.0	165.0	130.83333333333331
right	638	290	378	1.0	113.0	141.0	121.75
left	639	467	373	0.5	112.0	120.0	113.0
left	639	351	380	2.0	117.0	165.0	130.83333333333331
right	639	290	378	1.0	113.0	141.0	121.75
left	640	350	379	5.5	113.0	166.0	135.63636363636363
right	640	120	65	1.0	116.0	149.0	124.25
right	640	290	378	1.0	113.0	141.0	121.75
left	641	350	379	5.5	113.0	166.0	135.63636363636363
right	641	120	65	1.5	115.0	159.0	126.33333333333333
right	641	288	377	1.5	113.0	140.0	130.20000000000002
left	642	350	379	5.5	113.0	166.0	135.63636363636363
right	642	120	65	1.5	115.0	159.0	126.33333333333333
right	642	288	377	1.5	113.0	140.0	130.20000000000002
left	643	350	379	5.5	113.0	166.0	135.63636363636363
right	643	120	65	1.5	115.0	159.0	126.33333333333333
right	643	288	377	1.5	113.0	140.0	130.20000000000002
left	644	349	379	3.5	121.0	163.0	136.0
right	644	120	65	1.5	115.0	159.0	126.33333333333333
right	644	288	377	1.5	113.0	140.0	130.20000000000002
left	645	349	379	3.5	121.0	163.0	136.0
right	645	120	65	2.0	113.0	150.0	125.14285714285714
right	645	288	377	2.5	120.0	156.0	133.66666666666666
left	646	349	379	3.5	121.0	163.0	136.0
right	646	120	65	2.0	113.0	150.0	125.14285714285714
right	646	288	377	2.5	120.0	156.0	133.66666666666666
left	647	349	379	3.5	121.0	163.0	136.0
right	647	120	65	2.0	113.0	150.0	125.14285714285714
right	647	288	377	2.5	120.0	156.0	133.66666666666666
left	648	349	379	5.5	114.0	166.0	133.72727272727272
right	648	120	65	2.0	113.0	150.0	125.14285714285714
right	648	288	377	2.5	120.0	156.0	133.66666666666666
left	649	349	379	5.5	114.0	166.0	133.72727272727272
right	649	121	65	1.0	113.0	133.0	123.75
right	649	287	377	1.5	112.0	145.0	123.2
left	650	349	379	5.5	114.0	166.0	133.72727272727272
right	650	121	65	1.0	113.0	133.0	123.75
right	650	287	377	1.5	112.0	145.0	123.2
left	651	349	379	5.5	114.0	166.0	133.72727272727272
right	651	121	65	1.0	113.0	133.0	123.75
right	651	287	377	1.5	112.0	145.0	123.2
left	652	350	380	2.0	115.0	150.0	130.5
right	652	288	378	0.5	115.0	123.0	115.66666666666666
right	652	336	451	1.0	114.0	255.0	249.07644305772232
left	653	350	380	2.0	115.0	150.0	130.5
right	653	288	378	0.5	115.0	123.0	115.66666666666666
right	653	336	451	1.0	114.0	255.0	249.30109204368176
left	654	350	380	2.0	115.0	150.0	130.5
right	654	288	378	0.5	115.0	123.0	115.66666666666666
right	654	336	451	1.0	114.0	255.0	249.2433697347894
left	655	350	380	2.0	115.0	150.0	130.5
right	655	288	378	0.5	115.0	123.0	115.66666666666666
right	655	336	451	1.0	114.0	255.0	249.07956318252732
left	656	351	380	0.5	113.0	138.0	121.66666666666666
left	657	351	380	0.5	113.0	138.0	121.66666666666666
left	658	351	380	0.5	113.0	138.0	121.66666666666666
left	659	351	380	0.5	122.0	159.0	139.0
left	660	351	380	0.5	122.0	159.0	139.0
right	660	120	65	0.5	115.0	144.0	128.0
right	660	289	378	0.5	113.0	137.0	119.33333333333333
left	661	351	380	0.5	122.0	159.0	139.0
right	661	120	65	0.5	115.0	144.0	128.0
right	661	289	378	0.5	113.0	137.0	119.33333333333333
left	662	351	380	0.5	122.0	159.0	139.0
right	662	120	65	0.5	115.0	144.0	128.0
right	662	289	378	0.5	113.0	137.0	119.33333333333333
left	663	351	380	1.0	114.0	138.0	122.75
right	663	120	65	0.5	115.0	144.0	128.0
right	663	289	378	0.5	113.0	137.0	119.33333333333333
left	664	351	380	1.0	114.0	138.0	122.75
left	665	351	380	1.0	114.0	138.0	122.75
left	666	351	380	1.0	114.0	138.0	122.75
right	671	120	65	1.5	113.0	128.0	117.4
right	672	120	65	1.5	113.0	128.0	117.4
right	673	120	65	1.5	113.0	128.0	117.4
right	674	120	65	1.5	113.0	128.0	117.4
right	675	121	65	1.0	115.0	140.0	120.4
right	676	121	65	1.0	115.0	140.0	120.4
right	677	121	65	1.0	115.0	140.0	120.4
right	678	121	65	1.0	115.0	140.0	120.4
right	679	120	65	0.5	115.0	137.0	120.0
right	680	120	65	0.5	115.0	137.0	120.0
right	681	120	65	0.5	115.0	137.0	120.0
right	682	120	65	2.0	114.0	140.0	121.66666666666666
right	683	120	65	2.0	114.0	140.0	121.66666666666666
right	684	120	65	2.0	114.0	140.0	121.66666666666666
right	685	120	65	2.0	114.0	140.0	121.66666666666666
right	686	120	65	2.0	114.0	135.0	119.5
right	687	120	65	2.0	114.0	135.0	119.5
right	688	120	65	2.0	114.0	135.0	119.5
right	689	120	65	2.0	112.0	129.0	116.83333333333333
right	690	120	65	1.5	113.0	138.0	122.4
right	691	120	65	1.5	113.0	138.0	122.4
right	692	120	65	1.5	113.0	138.0	122.4
left	693	348	434	1.5	113.0	152.0	125.60000000000001
right	693	120	65	1.5	113.0	138.0	122.4
left	694	348	434	1.5	113.0	152.0	125.60000000000001
right	694	120	65	1.5	113.0	126.0	113.80000000000001
right	694	287	430	3.5	116.0	170.0	132.125
left	695	348	434	1.5	113.0	152.0	125.60000000000001
right	695	120	65	1.5	113.0	126.0	113.80000000000001
right	695	287	430	3.5	116.0	170.0	132.125
left	696	348	434	1.5	113.0	152.0	125.60000000000001
right	696	120	65	1.5	113.0	126.0	113.80000000000001
right	696	287	430	3.5	116.0	170.0	132.125
left	697	348	434	2.5	113.0	158.0	127.16666666666666
right	697	121	65	1.0	113.0	135.0	117.4
right	697	287	430	1.5	128.0	148.0	134.20000000000002
left	698	348	434	2.5	113.0	158.0	127.16666666666666
right	698	121	65	1.0	113.0	135.0	117.4
right	698	287	430	1.5	128.0	148.0	134.20000000000002
left	699	348	434	2.5	113.0	158.0	127.16666666666666
right	699	121	65	1.0	113.0	135.0	117.4
right	699	287	430	1.5	128.0	148.0	134.20000000000002
left	700	347	434	2.5	112.0	151.0	125.0
right	700	121	65	1.0	113.0	135.0	117.4
right	700	287	430	1.5	128.0	148.0	134.20000000000002
left	701	347	434	2.5	112.0	151.0	125.0
right	701	573	45	1.0	113.0	130.0	113.5
right	701	121	65	1.0	112.0	133.0	115.4
right	701	287	431	5.0	113.0	151.0	124.80000000000001
left	702	347	434	2.5	112.0	151.0	125.0
right	702	573	45	1.0	113.0	130.0	113.5
right	702	121	65	1.0	112.0	133.0	115.4
right	702	287	431	5.0	113.0	151.0	124.80000000000001
left	703	347	434	2.5	112.0	151.0	125.0
right	703	573	45	1.0	113.0	130.0	113.5
right	703	121	65	1.0	112.0	133.0	115.4
right	703	287	431	5.0	113.0	151.0	124.80000000000001
left	704	348	435	2.5	114.0	152.0	122.66666666666666
right	704	573	45	1.0	113.0	130.0	113.5
right	704	121	65	1.0	112.0	133.0	115.4
right	704	287	431	5.0	113.0	151.0	124.80000000000001
left	705	348	435	2.5	114.0	152.0	122.66666666666666
right	705	120	65	1.5	126.0	147.0	129.0
right	705	286	431	2.5	113.0	140.0	120.71428571428571
left	706	348	435	2.5	114.0	152.0	122.66666666666666
right	706	120	65	1.5	126.0	147.0	129.0
right	706	286	431	2.5	113.0	140.0	120.71428571428571
left	707	348	435	2.5	114.0	152.0	122.66666666666666
right	707	120	65	1.5	126.0	147.0	129.0
right	707	286	431	2.5	113.0	140.0	120.71428571428571
right	708	120	65	1.5	126.0	147.0	129.0
right	708	286	431	2.5	113.0	140.0	120.71428571428571
left	712	527	294	0.5	111.0	113.0	110.0
left	712	347	435	3.0	113.0	149.0	123.85714285714285
right	712	120	65	0.5	113.0	121.0	112.5
left	713	527	294	0.5	111.0	113.0	110.0
left	713	347	435	3.0	113.0	149.0	123.85714285714285
right	713	120	65	0.5	113.0	121.0	112.5
left	714	527	294	0.5	111.0	113.0	110.0
left	714	347	435	3.0	113.0	149.0	123.85714285714285
right	714	120	65	0.5	113.0	121.0	112.5
left	715	527	294	0.5	111.0	113.0	110.0
left	715	347	435	3.0	113.0	149.0	123.85714285714285
right	715	120	65	0.5	113.0	121.0	112.5
right	715	286	432	1.0	112.0	144.0	123.0
left	716	347	435	2.5	112.0	154.0	137.0
right	716	121	65	1.0	114.0	136.0	121.4
left	717	347	435	2.5	112.0	154.0	137.0
right	717	121	65	1.0	114.0	136.0	121.4
left	718	347	435	2.5	112.0	154.0	137.0
right	718	121	65	1.0	114.0	136.0	121.4
left	719	347	435	2.0	140.0	145.0	138.0
right	719	121	65	1.0	114.0	136.0	121.4
left	720	347	435	2.0	140.0	145.0	138.0
right	720	120	65	0.5	123.0	141.0	126.0
left	721	347	435	2.0	140.0	145.0	138.0
right	721	120	65	0.5	123.0	141.0	126.0
left	722	347	435	2.0	140.0	145.0	138.0
right	722	120	65	0.5	123.0	141.0	126.0
left	723	347	436	3.0	112.0	158.0	128.7142857142857
right	723	120	65	0.5	123.0	141.0	126.0
left	724	347	436	3.0	112.0	158.0	128.7142857142857
right	724	286	432	1.0	113.0	127.0	116.25
left	725	347	436	3.0	112.0	158.0	128.7142857142857
right	725	286	432	1.0	113.0	127.0	116.25
left	726	347	436	3.0	112.0	158.0	128.7142857142857
right	726	286	432	1.0	113.0	127.0	116.25
left	727	526	294	0.5	111.0	122.0	113.0
left	727	347	436	1.0	113.0	135.0	119.25
right	727	120	65	2.0	114.0	134.0	116.66666666666666
right	727	286	432	1.0	116.0	123.0	115.0
left	728	526	294	0.5	111.0	122.0	113.0
left	728	347	436	1.0	113.0	135.0	119.25
