frame	dist	x	y	xmin	xmax	ymin	ymax
92	87.48	272.29	317.81	178.39	368.88	247.92	386.82
93	87.45	272.4	317.85	178.8	368.83	248.01	386.89
94	87.25	272.86	318.02	179.25	369.26	249.28	387.12
95	86.93	273.41	318.19	181.26	369.48	249.5	387.65
96	87.12	273.84	318.37	181.71	370.36	248.49	387.85
97	87.15	275.06	318.65	182.45	371.16	249.56	388.37
98	87.04	276.9	318.95	185.67	372.73	249.8	389.04
99	87.02	278.64	319.4	186.15	375.1	250.45	388.93
100	87.19	282.67	320.9	190.89	378.63	252.84	389.99
101	87.42	284.63	321.74	191.59	381.01	254.25	390.61
102	87.47	286.4	322.59	193.32	382.27	254.63	391.35
103	87.55	287.81	323.41	194.2	384.28	255.38	391.68
104	87.65	288.97	324.27	193.34	385.28	255.86	392.73
105	87.82	289.96	325.13	194.33	386.31	255.66	393.66
106	87.75	290.86	326.06	195.97	386.6	256.36	394.16
107	87.56	292.05	327.49	197.33	388.09	258.98	395.1
108	87.57	292.23	327.64	197.38	389.18	259.52	395.03
109	87.53	292.38	327.76	197.25	388.86	259.65	394.99
110	87.48	292.23	327.74	197.22	387.82	259.76	394.95
111	87.14	291.36	327.56	196.68	385.65	259.77	394.82
112	86.46	287.37	325.92	192.35	382.47	256.38	393.34
113	86.02	285.35	325.35	190.82	380.48	256.34	393.36
114	85.63	283.73	324.69	190.77	378.09	256.18	393.08
115	85.4	282.5	324.24	189.56	376.64	256.04	392.4
116	85.06	281.9	323.87	189.74	375.17	255.48	392.5
117	84.59	280.61	323.56	188.71	373.92	254.92	391.57
118	84.45	280.41	323.65	187.6	373.4	255.05	391.5
119	84.24	280.17	323.72	187.9	373.33	255.28	391.4
120	84.07	279.9	323.89	187.64	373.03	256.04	391.62
121	83.69	279.77	324.33	187.75	372.49	257.0	391.64
122	83.61	279.86	324.41	187.66	372.41	256.33	391.61
123	82.53	280.75	325.96	191.39	372.17	259.78	392.35
124	82.07	281.31	327.07	193.68	372.08	263.15	392.89
125	81.78	281.75	327.82	192.83	372.11	263.93	392.87
126	81.56	282.06	328.57	193.09	371.86	264.54	392.93
127	81.27	282.33	329.18	194.47	371.92	265.22	392.87
128	80.58	283.13	330.88	196.03	371.99	267.19	394.68
129	80.3	283.76	331.36	196.59	372.06	268.35	394.7
130	80.13	284.88	332.22	197.43	371.99	269.67	395.94
131	79.87	285.94	332.78	199.03	373.35	270.47	396.41
132	79.35	287.23	333.08	200.95	374.71	271.03	395.36
133	79.44	288.33	333.32	201.98	375.45	271.21	395.45
134	78.86	290.16	333.78	205.0	376.31	272.06	395.0
135	78.62	290.39	333.8	206.42	375.9	272.36	394.96
136	78.43	290.64	333.84	207.03	375.95	272.53	394.9
137	78.35	290.69	333.85	207.03	376.61	273.52	394.95
138	78.15	290.7	333.83	206.76	374.21	273.2	394.78
139	77.61	289.16	332.94	206.36	374.09	272.68	393.73
140	77.3	288.6	332.37	206.34	373.4	272.2	393.23
141	76.95	288.03	332.05	206.48	372.64	271.42	392.45
142	76.99	287.79	331.74	205.56	371.83	270.7	391.79
143	76.88	287.68	331.5	205.41	370.81	270.82	391.7
144	76.42	288.8	331.02	207.5	371.79	270.85	390.4
145	76.08	289.74	331.0	208.92	372.62	270.77	390.42
146	75.84	291.13	331.0	210.42	372.22	270.93	390.1
147	75.63	292.52	331.05	212.67	371.85	271.21	389.91
148	75.55	294.06	331.14	213.61	374.89	272.02	389.56
149	75.46	295.64	331.25	214.88	375.83	272.38	389.55
150	74.98	298.22	331.18	217.21	378.71	272.48	389.43
151	74.66	298.82	331.15	218.79	378.77	272.84	389.08
152	74.24	299.47	331.23	221.37	378.63	273.35	388.93
153	74.07	299.59	331.16	221.37	378.71	273.65	388.54
154	73.96	299.68	331.04	221.37	378.6	273.58	388.1
156	72.48	297.85	329.35	218.3	377.62	272.26	386.45
157	72.18	296.86	328.72	218.51	375.71	271.65	385.59
159	71.85	295.35	327.69	218.02	373.53	271.22	384.51
160	71.59	294.91	327.4	218.13	372.73	271.33	384.37
161	71.65	294.73	327.27	218.11	371.1	271.18	384.42
162	71.3	294.42	326.86	218.43	371.19	270.92	382.81
163	71.32	294.49	326.87	218.36	371.22	270.77	382.87
164	71.29	294.7	326.79	217.84	371.46	270.88	382.75
165	71.22	294.91	326.83	218.27	371.73	270.92	382.77
167	71.14	295.95	326.63	219.38	373.3	270.8	382.47
168	71.23	297.89	326.69	220.25	374.28	271.28	383.41
169	71.14	298.5	326.63	220.94	375.48	271.49	382.83
171	70.95	300.1	326.3	223.19	377.23	272.2	382.85
172	71.2	301.09	326.01	224.02	379.57	272.07	382.52
173	71.17	301.97	325.91	225.5	379.24	272.3	382.3
174	70.91	304.59	325.4	227.45	381.73	270.58	380.33
175	70.95	305.47	325.02	227.49	381.94	269.8	380.41
176	70.75	306.86	324.38	229.07	382.31	269.3	379.33
177	70.22	307.93	323.87	231.73	384.78	272.0	379.6
178	70.33	309.44	323.42	232.01	385.37	268.94	378.73
179	69.85	313.16	322.39	237.54	388.0	266.76	376.94
180	69.78	315.29	322.33	238.09	390.45	267.75	377.68
181	69.78	317.24	321.96	240.63	393.19	267.89	375.2
182	69.51	319.51	322.11	242.82	394.73	268.08	376.3
183	69.28	321.83	321.96	245.23	396.47	268.0	376.45
184	69.19	326.13	322.36	250.48	400.86	269.0	376.28
185	68.75	328.71	322.79	252.22	403.74	269.49	376.94
186	68.36	330.77	322.86	255.69	405.39	270.1	375.43
187	68.67	332.75	323.25	257.22	408.44	269.62	376.22
188	68.27	334.75	323.4	259.78	410.03	271.19	376.07
189	68.29	337.31	323.79	262.09	411.5	271.3	379.19
193	67.05	349.62	324.84	273.72	422.51	272.42	375.02
196	67.47	359.82	325.2	284.94	431.9	274.65	376.88
199	67.31	367.99	325.57	293.89	440.36	274.26	378.15
490	75.2	474.34	294.67	395.34	546.84	242.38	344.98
491	74.99	474.79	295.53	396.41	546.54	243.94	346.09
496	74.85	477.34	297.57	399.46	549.98	245.73	348.49
498	75.02	477.41	296.2	398.18	550.83	244.04	346.36
503	75.76	472.54	289.73	392.2	547.86	234.89	340.22
504	75.98	471.88	289.56	392.19	548.04	234.44	340.21
505	75.85	471.37	289.57	391.81	546.38	234.11	341.11
510	75.03	471.94	296.34	393.26	547.1	241.09	347.16
527	75.29	487.91	294.47	409.55	563.14	237.95	345.44
544	74.97	503.54	306.01	424.35	575.94	250.11	357.83
550	76.07	505.92	298.49	427.89	576.72	241.86	351.79
551	76.34	505.68	297.53	428.02	577.55	240.53	351.02
554	77.11	504.78	294.84	424.29	575.97	237.2	348.49
555	77.28	504.7	294.68	424.41	575.97	236.42	347.49
556	77.44	504.45	294.43	423.98	576.03	235.44	347.64
558	77.61	504.39	294.25	423.72	576.58	234.92	347.51
562	76.52	508.91	296.09	430.23	579.13	239.55	350.43
563	76.01	509.81	296.41	431.48	579.51	239.5	351.36
565	75.09	512.61	297.63	436.18	582.64	241.7	353.17
567	74.83	513.58	298.78	436.61	583.35	243.83	353.55
569	74.78	513.94	299.69	437.74	583.46	244.87	353.96
571	74.56	513.98	301.01	437.7	583.72	247.07	355.55
572	74.42	514.14	301.5	437.01	583.58	248.47	356.3
573	74.45	514.3	302.33	437.52	583.55	248.82	356.5
574	74.27	514.53	302.87	437.54	583.54	250.32	357.33
583	73.15	516.25	307.34	441.87	592.01	255.22	358.08
588	72.23	515.17	307.9	441.72	584.55	257.08	358.67
626	76.53	526.54	318.6	448.54	597.25	262.74	375.25
635	80.2	503.61	323.66	420.3	580.48	266.61	378.78
636	80.53	501.56	323.91	417.51	578.96	266.98	379.13
637	80.78	499.63	323.89	416.48	577.51	266.63	378.84
638	81.0	498.0	324.01	414.82	575.5	267.04	378.87
639	81.25	496.0	324.08	412.82	574.33	266.87	378.95
640	81.38	493.87	324.01	410.21	572.8	266.16	378.64
641	81.69	491.5	323.45	406.03	570.99	264.91	378.29
642	82.27	486.64	322.91	400.43	567.34	263.99	377.85
643	82.84	483.95	322.66	398.08	564.78	262.49	377.77
644	83.07	481.03	322.56	393.93	562.29	263.13	377.9
645	83.53	477.93	322.48	389.66	560.23	262.69	377.97
646	83.85	475.08	322.47	386.53	557.3	262.38	378.09
647	84.26	471.99	322.53	382.37	555.19	262.59	378.87
648	84.64	469.19	322.41	380.42	552.56	261.69	378.34
649	85.31	463.5	321.61	374.85	548.5	259.99	378.32
650	85.84	460.35	321.31	370.02	545.57	259.73	378.24
651	86.26	457.33	320.99	365.71	542.57	258.39	378.52
652	86.67	454.28	320.82	362.07	540.43	257.89	378.75
653	87.08	451.54	320.9	358.76	537.53	257.33	379.56
654	87.4	449.13	321.4	356.16	535.88	257.03	380.5
655	88.05	446.09	323.2	352.71	533.21	259.35	382.28
656	88.23	444.95	324.18	352.88	531.57	259.91	382.94
657	88.4	444.53	324.94	351.17	532.13	260.95	383.44
658	88.48	444.24	325.57	350.93	531.5	261.98	383.83
659	88.65	444.04	325.96	350.34	531.49	261.85	384.69
660	88.76	443.76	326.25	349.88	530.79	261.91	385.6
661	89.11	442.77	326.75	348.75	530.74	262.7	386.19
662	89.28	442.0	326.98	347.76	529.27	262.8	386.44
663	89.5	440.99	327.2	346.75	528.51	262.73	387.32
664	89.65	439.72	327.44	345.24	528.11	262.67	387.13
665	89.8	438.31	327.55	343.59	527.09	262.49	386.86
666	89.96	436.68	327.6	341.45	525.41	262.31	387.32
667	90.48	432.31	327.48	336.23	522.11	262.02	387.84
668	90.63	429.78	327.31	333.58	519.53	261.49	387.73
669	90.95	427.25	326.93	330.65	518.23	260.48	387.65
670	91.22	424.48	326.46	327.3	515.53	259.63	387.46
671	91.46	421.44	325.95	323.61	513.56	258.81	387.77
672	92.0	415.81	324.44	316.93	508.92	256.27	387.64
673	92.21	413.26	323.71	314.77	506.33	254.36	387.61
674	92.28	410.76	323.16	311.97	504.25	254.25	387.22
675	92.31	408.49	322.73	309.4	502.38	252.67	386.99
676	92.44	406.48	322.4	306.31	500.88	252.68	386.86
677	92.55	404.8	322.17	304.58	499.49	252.22	386.8
678	92.52	402.94	321.94	302.44	497.93	252.33	386.67
679	92.5	402.56	321.97	302.35	497.52	252.43	386.75
680	92.35	402.28	321.99	302.25	497.43	252.83	386.82
681	92.26	402.2	322.02	302.22	497.07	252.86	386.72
682	92.17	402.15	322.08	302.15	496.52	252.9	386.64
683	92.07	402.26	322.13	302.48	496.56	253.07	386.7
684	91.37	402.96	322.29	304.46	496.78	254.28	385.89
685	91.08	403.18	322.38	305.48	496.86	254.75	386.46
686	90.96	403.31	322.4	305.69	496.81	255.16	385.58
687	90.88	403.29	322.44	305.67	496.48	255.38	385.58
688	90.54	402.47	322.2	305.62	495.67	255.23	385.03
689	90.41	401.11	321.6	304.29	494.48	255.11	383.76
690	90.21	397.13	319.79	300.42	490.48	253.25	383.06
691	90.18	394.61	318.43	297.6	488.42	251.77	381.34
692	90.03	391.69	317.07	295.16	485.87	249.88	381.43
693	90.05	388.82	315.77	291.87	483.36	248.63	380.75
694	90.03	385.71	314.34	288.65	480.54	247.68	380.3
695	89.78	382.44	313.09	286.51	477.71	247.09	379.39
696	89.59	376.13	310.56	280.62	472.13	244.62	377.32
697	89.65	373.21	309.7	277.34	469.41	243.05	376.81
698	89.69	370.55	309.13	275.02	466.61	242.5	375.82
699	89.65	368.29	308.85	272.47	464.52	242.23	375.67
700	89.69	366.73	308.76	271.03	462.7	241.8	375.6
701	89.88	365.76	309.1	269.96	461.82	242.0	376.31
702	89.94	365.3	309.92	269.52	461.31	243.01	376.83
703	90.03	365.59	310.17	269.24	461.68	243.25	376.86
704	90.06	366.3	310.58	270.15	461.86	243.77	376.91
705	90.22	367.29	311.12	270.68	462.73	244.36	377.75
706	90.28	368.49	311.64	271.66	463.83	245.02	377.83
707	90.34	369.67	311.98	273.67	464.85	245.29	378.13
708	90.37	370.75	312.29	274.45	466.13	245.62	378.41
709	90.29	372.01	312.8	275.43	466.92	246.08	378.95
710	90.32	372.19	313.01	275.65	466.91	246.03	378.94
711	90.31	372.26	313.34	275.65	467.29	246.67	379.69
712	90.31	372.36	313.74	275.63	467.57	247.52	379.82
713	90.24	372.23	314.04	275.59	467.5	247.35	379.81
714	90.32	372.09	314.1	275.35	467.15	247.69	379.98
715	90.31	370.41	313.81	274.22	465.66	247.14	379.91
716	90.29	369.33	313.49	273.24	464.95	246.76	379.92
717	90.24	368.17	313.0	271.52	463.16	246.4	379.51
718	90.31	366.84	312.62	270.29	462.23	245.75	379.43
719	90.43	365.43	312.33	269.26	461.16	245.4	379.1
720	90.69	362.56	311.44	265.33	459.34	243.79	378.79
721	90.7	361.03	311.05	263.63	457.44	243.07	378.69
722	90.89	359.65	310.74	261.89	456.7	242.25	378.8
723	91.02	358.44	310.59	260.27	455.85	242.37	378.79
724	91.28	357.58	310.42	258.92	455.34	241.41	378.7
725	91.51	356.8	310.34	257.74	454.12	241.46	378.72
726	91.85	355.16	310.39	255.64	452.79	241.3	379.22
727	92.07	354.1	310.5	254.53	451.94	240.84	379.37
728	92.23	352.84	310.67	253.19	451.07	240.8	379.49
729	92.23	351.39	310.81	251.76	449.8	240.79	379.98
730	92.42	349.89	310.89	250.17	448.2	240.64	380.43
731	92.54	348.52	311.02	247.92	446.68	240.53	380.51
732	92.54	345.51	311.23	245.4	444.08	240.84	380.79
733	92.57	343.98	311.22	243.87	442.91	240.94	380.92
734	92.64	342.44	311.1	242.37	441.44	241.11	380.77
735	92.55	340.94	310.79	241.15	439.27	240.7	380.55
736	92.44	339.7	310.46	239.96	438.82	240.53	380.02
737	92.32	338.54	310.17	239.13	437.24	240.13	379.46
738	92.2	336.01	309.75	236.79	434.6	239.85	379.06
739	92.1	334.78	309.61	235.75	433.19	239.81	378.78
740	91.99	333.52	309.58	234.47	432.14	239.73	378.73
741	91.89	332.39	309.63	233.41	430.36	239.82	378.78
742	91.84	331.36	309.74	232.94	429.39	239.84	378.77
743	91.72	330.6	309.9	232.08	428.67	239.87	378.9
744	91.57	328.77	310.01	230.1	427.1	240.14	379.25
745	91.44	328.02	310.03	229.2	426.25	240.43	379.3
746	91.33	327.33	310.03	228.62	425.94	239.91	379.36
747	91.37	326.6	309.98	227.96	425.34	239.47	379.49
748	91.24	325.91	309.94	227.4	424.91	239.79	379.53
749	91.05	324.35	308.46	226.27	423.12	238.44	377.94
750	90.86	323.37	307.17	225.25	421.33	236.82	376.98
751	90.85	322.04	305.89	223.74	420.3	236.8	375.17
752	90.71	320.49	304.68	222.46	418.63	235.38	373.96
753	90.66	318.83	303.64	220.98	417.17	233.79	373.27
754	90.58	317.22	302.8	219.65	415.21	233.06	372.25
755	90.3	314.87	301.82	217.65	413.42	231.81	371.66
756	90.29	314.21	301.78	217.34	412.96	231.81	371.72
757	90.31	313.91	301.83	216.96	412.93	231.81	371.6
758	90.28	313.78	302.0	216.93	412.6	231.81	372.32
759	90.29	314.12	302.56	217.49	413.14	232.45	372.77
760	90.3	315.17	303.37	218.5	414.04	233.29	372.84
761	90.41	316.41	304.3	219.65	415.48	234.4	373.66
762	90.7	319.66	306.12	222.8	418.68	236.39	375.21
763	90.82	321.25	306.86	224.37	419.87	237.21	375.78
764	90.92	322.73	307.52	225.78	421.14	237.66	376.44
765	91.07	324.28	307.98	226.8	423.04	238.09	376.7
766	91.18	325.57	308.24	228.0	424.24	238.58	376.71
767	91.27	326.6	308.24	228.95	425.1	238.47	376.69
768	91.62	327.39	307.84	229.17	427.02	237.85	377.37
769	91.64	327.43	307.77	228.92	426.57	237.74	377.38
770	91.74	326.85	307.49	228.55	426.49	237.22	377.02
771	91.97	326.29	307.17	227.4	426.47	236.42	377.02
772	92.21	325.74	306.93	226.7	426.21	236.28	377.23
773	92.31	325.31	306.66	226.6	425.66	236.31	377.21
774	92.61	324.51	306.27	225.48	425.16	235.09	376.97
775	92.86	324.13	306.44	224.72	425.27	235.18	377.7
776	93.26	323.66	306.75	224.28	425.45	235.29	378.35
777	93.54	323.32	307.21	223.88	425.52	235.62	379.39
778	93.89	323.03	307.68	222.97	425.48	235.92	379.82
779	94.64	322.47	308.92	222.11	425.78	237.13	381.62
780	95.13	322.4	309.72	221.46	425.83	237.76	382.84
781	95.59	322.31	310.74	221.28	425.87	238.55	384.4
782	96.04	322.49	311.67	221.29	426.41	239.33	385.65
783	96.59	322.58	312.69	220.42	426.67	239.58	386.94
784	97.14	322.58	313.58	219.5	427.69	240.54	387.64
785	98.12	322.13	315.17	218.45	428.25	241.1	390.71
786	98.63	321.67	315.64	217.09	428.25	241.23	392.12
787	99.11	321.0	315.82	216.14	428.25	241.37	392.2
788	99.52	319.96	315.65	214.66	427.33	240.8	392.34
789	100.01	318.63	315.02	212.44	426.66	239.66	392.41
790	100.43	317.16	314.09	210.67	426.46	238.39	391.64
791	101.08	313.21	312.46	206.38	423.04	236.45	391.1
792	101.41	310.94	311.96	204.34	421.4	235.4	390.75
793	101.77	308.74	311.37	201.38	419.51	234.55	390.75
794	102.06	306.73	310.91	198.94	417.28	233.97	390.84
795	102.36	304.92	310.61	197.3	415.66	233.78	390.98
796	102.66	303.28	310.41	195.3	414.28	233.52	391.01
797	103.43	300.23	309.83	191.48	412.09	233.08	391.06
798	103.83	298.56	309.5	189.62	411.16	232.27	390.98
799	104.19	296.97	309.16	187.32	410.08	231.28	390.9
800	104.58	295.45	308.73	185.33	409.1	230.2	391.04
801	104.91	294.33	308.2	184.07	408.67	229.3	390.99
802	105.45	293.77	307.63	182.74	408.61	228.62	390.79
803	106.19	293.38	307.06	181.74	408.68	227.63	390.48
804	106.48	293.36	307.05	181.24	408.67	227.77	390.41
805	106.88	293.3	307.22	181.04	408.69	227.56	390.39
806	107.36	293.17	307.55	180.18	409.09	227.61	390.9
807	107.74	293.03	307.8	179.81	409.13	227.61	391.52
808	108.11	293.05	308.07	178.95	410.36	227.61	392.0
809	108.8	293.61	308.78	178.84	411.09	227.57	392.93
810	109.1	294.45	308.98	179.48	412.23	227.58	392.96
811	109.34	295.62	309.25	180.29	413.34	227.65	393.2
812	109.58	296.87	309.7	181.3	414.63	228.02	393.83
813	109.81	297.94	310.05	182.07	415.84	228.16	393.67
814	109.97	298.86	310.27	182.85	416.82	228.1	394.34
815	110.09	299.65	310.46	183.51	418.51	228.46	394.73
816	110.09	299.62	310.43	183.51	418.66	228.12	394.69
817	110.25	299.43	309.99	183.07	418.66	227.7	394.64
818	110.37	298.99	309.23	182.7	418.15	226.98	394.18
819	110.48	298.17	308.64	181.58	417.4	226.37	393.94
820	110.63	297.04	308.25	180.59	416.4	226.01	393.96
821	110.88	295.84	308.1	179.0	415.67	225.71	393.92
822	111.4	293.78	308.32	176.43	414.31	225.25	394.53
823	111.71	293.11	308.73	175.19	414.04	224.81	395.44
824	112.02	292.72	309.1	174.46	414.04	224.92	396.15
825	112.43	292.72	309.53	173.61	414.5	224.91	396.98
826	112.82	293.01	309.99	173.73	415.36	224.89	397.54
827	113.21	293.45	310.2	173.72	416.08	224.86	398.3
828	113.79	294.34	310.44	173.31	417.73	224.98	398.62
829	113.99	294.63	310.33	173.31	417.97	225.03	398.25
830	114.07	294.92	310.05	173.33	418.13	224.57	398.24
831	114.05	295.18	309.58	173.58	418.54	224.24	397.8
832	114.02	295.48	309.05	173.26	418.88	223.24	397.64
833	113.85	296.01	308.74	174.11	419.37	222.98	397.45
834	113.47	297.53	308.66	175.98	420.57	223.54	397.24
835	113.25	298.9	308.75	177.61	421.41	223.85	397.28
836	113.1	300.9	309.1	180.18	423.19	224.67	397.11
837	112.8	303.38	309.54	183.17	425.05	225.86	397.08
838	112.61	306.2	310.03	186.11	427.0	226.74	397.08
839	112.47	309.36	310.77	189.68	429.49	228.25	397.05
840	112.37	315.24	312.61	196.36	434.71	230.58	397.44
841	112.33	317.48	313.52	198.53	436.54	231.7	398.02
842	112.29	319.08	314.1	200.35	438.24	232.12	398.48
843	112.2	320.3	314.37	201.41	439.49	232.32	398.45
844	112.14	321.06	314.36	202.4	440.43	232.29	398.66
845	112.17	321.91	313.95	203.19	441.25	231.59	398.69
846	112.18	322.84	313.47	203.84	442.08	230.49	398.33
847	112.29	324.64	312.33	205.16	444.17	229.31	397.01
848	112.39	325.67	311.84	206.06	445.53	229.28	396.72
849	112.56	327.01	311.31	206.59	447.0	227.68	396.56
850	112.62	328.54	311.09	207.64	448.55	227.04	396.68
851	112.73	330.36	311.09	208.91	450.47	227.09	396.76
852	112.75	332.52	311.3	210.9	452.47	227.11	396.62
853	112.55	337.48	312.47	215.56	456.38	228.44	396.99
854	112.37	340.18	312.94	218.34	458.58	229.19	397.34
855	112.17	343.07	313.3	221.19	461.31	229.75	397.45
856	111.93	345.92	313.66	224.28	463.43	230.28	397.45
857	111.63	348.57	314.2	227.37	466.0	230.79	397.8
858	111.36	350.92	314.73	230.49	468.08	231.47	397.96
859	110.88	354.34	316.37	234.06	471.52	233.36	399.01
860	110.57	355.82	316.92	236.75	472.29	234.21	399.25
861	110.32	357.31	317.49	238.24	474.03	235.02	399.58
862	110.0	358.81	317.81	240.2	474.9	235.52	399.63
863	109.8	360.34	318.02	242.1	476.41	235.44	399.65
864	109.6	361.96	318.18	243.82	478.07	235.5	399.48
865	109.01	366.7	318.32	248.94	481.53	236.16	398.8
866	108.55	369.62	318.41	252.52	483.45	236.86	398.23
867	108.23	372.68	318.5	255.73	485.83	237.48	397.81
868	107.88	375.73	318.66	259.41	488.35	237.69	398.08
869	107.44	378.68	318.83	262.73	490.71	238.48	398.12
870	107.01	381.29	319.19	265.88	492.76	239.2	398.24
871	106.44	383.76	319.72	268.73	494.49	240.11	398.25
872	105.61	387.71	320.39	273.64	497.14	241.7	397.42
873	105.22	389.04	320.21	275.21	498.45	241.64	396.94
874	104.73	390.2	319.47	277.05	499.04	241.08	396.19
875	104.4	391.19	318.34	278.28	499.82	240.03	394.77
876	103.92	392.18	317.39	279.65	501.09	239.27	393.58
877	103.52	393.12	316.52	281.25	501.44	238.79	392.43
878	102.89	394.59	315.48	283.36	502.2	238.32	390.45
879	102.7	394.75	315.26	283.91	502.38	238.33	390.56
880	102.42	395.01	314.97	284.69	502.37	238.05	390.21
881	102.13	395.33	314.56	284.88	502.65	237.56	389.74
882	101.85	395.85	314.16	285.61	502.44	236.77	389.8
883	101.57	396.79	313.88	286.47	503.57	236.43	389.52
