species	name	obspulse	pname	duration	start	end	d2cam	lrd	height	maxI	meanI	meanArea	disparity	II	idh	idv
Photeros_annecohenae	pan3	4	sp3	0.27	71	79	532.097	175.848	241.526	182.0	156.8514054660981	31.714285714285715	118	0.3333333333333333	35.58334110226302	47.447
Photeros_annecohenae	pan3	5	sp4	0.27	86	94	523.229	152.083	307.292	185.0	150.8696855930701	20.982142857142858	120	0.23333333333333334	25.36565885207793	65.76599999999996
Photeros_annecohenae	pan3	6	p8	0.23333333333333334	103	110	532.097	127.119	381.356	164.5	144.8	25.25		0.3	26.492314357186668	74.06400000000002
Photeros_annecohenae	pan4	1	sp0	0.47	48	62	848.479	533.784	37.162	180.0	152.18521978021977	11.892857142857142	74			
Photeros_annecohenae	pan4	2	sp1	0.33	108	118	597.975	409.523	29.762	194.0	153.61959473124648	37.22727272727273	105	1.5333333333333334	279.6302024764135	7.399999999999999
Photeros_annecohenae	pan4	3	sp2	0.2	127	133	675.134	418.011	98.118	187.0	154.41123912407204	33.46428571428572	93	0.3	77.6244640883272	68.356
Photeros_annecohenae	pan4	4	sp4	0.23	145	152	689.972	405.22	173.077	185.0	155.53206395326072	25.625	91	0.4	19.59019971822643	74.959
Photeros_annecohenae	pan4	5	sp5	0.23	164	171	756.475	394.578	254.518	183.0	151.54087837837838	14.625	83	0.4	67.3490992738582	81.441
Photeros_annecohenae	pan4	6	sp6	0.23	179	186	784.843	364.063	312.5	187.0	152.84444444444446	13.125	80	0.26666666666666666	41.664237050496865	57.982
Photeros_annecohenae	pan4	7	sp3	0.1	198	201	775.153	330.247	368.827	184.0	153.36005434782606	19.25	81	0.4	35.176952056708906	56.327
Photeros_annecohenae	pan4	8	sp7	0.1	213	216	794.778	291.139	436.709	178.0	149.95857142857142	12.0	79	0.4	43.75587148029393	67.882
Photeros_annecohenae	pan4	9	sp8	0.1	228	231	837.166	258.333	516.667	170.0	143.92543859649123	9.0	75	0.4	53.60015093262333	79.95800000000003
Photeros_annecohenae	pan4	10	p5	0.1	243	246	860.102	215.754	575.343	147.0	140.6	1.5		0.4	48.36353313189597	58.67599999999993
Photeros_annecohenae	pan5	1	sp0	0.47	65	79	1902.649	746.212	401.515	187.0	152.63293766515633	24.366666666666667	33			
Photeros_annecohenae	pan5	2	sp1	0.33	110	120	1902.649	598.485	386.364	190.0	151.9618104118104	13.102272727272728	33	1.0333333333333334	147.72699999999998	15.15100000000001
Photeros_annecohenae	pan5	3	sp2	0.23	147	154	1569.686	443.75	296.875	187.0	155.2521373766898	16.94642857142857	40	0.9	367.16110849870796	89.48899999999998
Photeros_annecohenae	pan5	4	sp4	0.23	166	173	1652.301	440.79	361.842	184.0	154.4858030168589	9.321428571428571	38	0.4	82.668009683311	64.96699999999998
Photeros_annecohenae	pan5	5	sp5	0.2	186	192	1569.686	362.5	393.75	184.0	153.47295482295482	7.964285714285714	40	0.43333333333333335	113.81811070739141	31.908000000000015
Photeros_annecohenae	pan5	6	sp6	0.13	207	211	1569.686	309.375	443.75	177.0	150.68650793650792	9.5	40	0.5	53.125	50.0
Photeros_annecohenae	pan5	7	sp8	0.13	226	230	1569.686	281.25	503.125	171.0	148.39423076923077	5.25	40	0.5	28.125	59.375
Photeros_annecohenae	pan5	8	sp3	0.1	245	248	1569.686	250.0	562.5	169.0	145.60000000000002	4.5	40	0.5	31.25	59.375
Photeros_annecohenae	pan5	9	sp9	0.17	261	266	1531.401	195.122	609.756	147.0	132.875	0.5	41	0.43333333333333335	66.91289942156136	47.25599999999997
Photeros_annecohenae	pan5	10	p4	0.1	279	282	1569.686	156.25	668.75	165.0	149.83	2.0		0.43333333333333335	54.559816797712855	58.99400000000003
Photeros_annecohenae	pan5	11	p5	0.1	298	301	1569.686	115.625	718.75	147.0	135.5	1.0		0.5333333333333333	40.625	50.0
Photeros_annecohenae	pan6	1	p2	0.23333333333333334	58	65	627.874	293.75	27.5	171.0	146.62	3.0				
Photeros_annecohenae	pan6	2	sp0	0.33	81	91	627.874	311.25	47.5	182.0	155.59420479614684	35.7012987012987	100	0.5333333333333333	17.5	20.0
Photeros_annecohenae	pan6	3	sp1	0.33	100	110	527.625	280.462	89.286	187.0	154.8530897030447	23.795454545454547	119	0.3	104.87021953347865	41.786
Photeros_annecohenae	pan6	4	sp2	0.23	118	125	514.651	250.0	162.91	188.0	159.00573665044334	41.44642857142857	122	0.26666666666666666	33.10978888486002	73.624
Photeros_annecohenae	pan6	5	sp3	0.23	137	144	555.641	212.389	233.407	185.0	158.6133182601206	28.75	113	0.4	55.63063383604397	70.49700000000001
Photeros_annecohenae	pan6	6	p12	0.23333333333333334	156	163	627.874	210.0	312.5	166.0	146.75	11.0		0.4	72.27249552907391	79.09299999999999
Photeros_annecohenae	pan6	7	sp8	0.1	175	178	603.725	206.731	378.606	180.0	153.10699088145896	29.25	104	0.4	24.36925444079076	66.106
Photeros_annecohenae	pan6	8	sp9	0.1	193	196	647.293	199.742	463.918	180.0	150.00478468899522	21.25	97	0.5	44.12501269121629	85.31200000000001
Photeros_annecohenae	pan7	1	sp0	0.33	29	39	1141.59	1040.91	111.364	189.0	157.30622992531562	73.3896103896104	55			
Photeros_annecohenae	pan7	2	sp2	0.23	58	65	1082.542	965.517	142.241	187.0	156.26344591900033	52.82142857142858	58	0.6333333333333333	95.76414126905752	30.87700000000001
Photeros_annecohenae	pan7	3	sp4	0.23	77	84	1029.302	889.344	186.475	185.0	154.0685796410355	40.96428571428572	61	0.4	92.93451204477269	44.23399999999998
Photeros_annecohenae	pan7	4	sp5	0.27	95	103	1064.194	891.949	260.593	189.0	153.4558777941856	28.625	59	0.36666666666666664	34.98910814810807	74.11800000000002
Photeros_annecohenae	pan7	5	sp8	0.23	114	121	1064.194	870.763	336.865	191.0	153.79927921540823	19.30357142857143	59	0.36666666666666664	21.185999999999922	76.27199999999999
Photeros_annecohenae	pan7	6	sp9	0.23	133	140	1184.668	903.302	445.755	184.0	149.14104208485014	12.214285714285714	53	0.4	124.79090991334257	108.88999999999999
Photeros_annecohenae	pan7	7	sp1	0.2	152	158	1121.204	808.036	500.0	186.0	150.5731092436975	13.428571428571429	56	0.4	114.46960317918469	54.245000000000005
Photeros_annecohenae	pan7	8	sp10	0.13	170	174	1184.668	801.887	606.132	177.0	148.16071428571428	7.5	53	0.4	63.761191151044166	106.13199999999995
Photeros_annecohenae	pan7	9	p23	0.23333333333333334	185	192	1207.45	793.269	677.884	158.88	143.37	1.75		0.36666666666666664	24.35753370109556	71.75200000000007
Photeros_annecohenae	pan7	10	sp11	0.13	204	208	1255.748	802.5	747.5	172.0	142.74545454545455	3.5	50	0.4	49.172229611844934	69.61599999999999
Photeros_annecohenae	pan7	11	p25	0.1	223	226	1207.45	769.23	793.269	139.0	131.0	1.0		0.5	58.64801534578983	45.769000000000005
Photeros_annecohenae	pan8	1	sp0	0.5	20	35	472.086	445.489	22.556	186.0	151.6405389679038	51.73333333333333	133			
Photeros_annecohenae	pan8	2	p14	0.23333333333333334	74	81	550.767	601.974	26.316	177.5	149.92	37.0		1.3	175.15209101235425	3.759999999999998
Photeros_annecohenae	pan8	3	sp4	0.23	92	99	465.092	483.333	64.815	185.0	152.31077681383886	60.42857142857143	135	0.36666666666666664	146.34169776929616	38.498999999999995
Photeros_annecohenae	pan8	4	sp5	0.27	110	118	545.978	475.0	125.0	182.0	153.85281814959234	46.85714285714286	115	0.36666666666666664	81.31410631003698	60.185
Photeros_annecohenae	pan8	5	sp1	0.27	129	137	581.365	493.056	185.185	179.0	146.987012987013	22.125	108	0.36666666666666664	39.727306792683585	60.185
Photeros_annecohenae	pan8	6	sp2	0.13	148	152	570.795	487.5	247.727	184.0	150.48850174216028	27.5	110	0.36666666666666664	11.941274471345212	62.542
Photeros_annecohenae	pan8	7	sp3	0.13	167	171	560.602	468.75	299.107	168.0	140.53809523809525	9.25	112	0.5	21.341502969566122	51.380000000000024
Photeros_annecohenae	pan8	8	p6	0.1	202	205	550.767	415.57	389.254	137.0	128.83	2.0		1.0333333333333334	54.081786444236464	90.14699999999999
Photeros_annecohenae	pan8	9	p7	0.06666666666666667	221	223	550.767	377.193	425.439	152.0	137.08	6.5		0.5333333333333333	38.37700000000001	36.185
Photeros_annecohenae	pan9	1	sp0	0.47	32	46	232.546	143.981	15.741	190.0	157.9481373247416	100.21666666666664	270			
Photeros_annecohenae	pan9	2	sp1	0.33	51	61	230.836	135.11	76.287	185.0	155.97553274621723	88.5909090909091	272	0.16666666666666666	9.034309104740638	60.54600000000001
Photeros_annecohenae	pan9	3	sp2	0.37	69	80	313.937	125.625	155.0	190.0	154.27673700437433	71.77272727272728	200	0.26666666666666666	83.64054893411448	78.713
Photeros_annecohenae	pan9	4	p4	0.23333333333333334	88	95	313.937	85.0	194.375	181.5	158.96	57.75		0.26666666666666666	40.625	39.375
Photeros_annecohenae	pan10	1	sp0	0.47	21	35	1846.689	1470.588	231.618	187.0	147.73172463551774	28.99090909090909	34			
Photeros_annecohenae	pan10	2	p10	0.3333333333333333	53	63	1846.689	1415.441	253.676	173.09	147.7	21.59		0.6	55.146999999999935	22.057999999999993
Photeros_annecohenae	pan10	3	sp1	0.27	79	87	1846.689	1301.471	297.794	194.0	154.3329931972789	22.92857142857143	34	0.5333333333333333	113.97000000000003	44.117999999999995
Photeros_annecohenae	pan10	4	sp2	0.2	98	104	1744.095	1173.611	350.694	186.0	152.21142857142854	8.785714285714285	36	0.36666666666666664	163.93202382695085	52.900000000000034
Photeros_annecohenae	pan10	5	sp4	0.17	120	125	1652.301	1075.658	414.474	189.0	152.67391304347825	12.75	38	0.5333333333333333	134.24205244631824	63.77999999999997
Photeros_annecohenae	pan10	6	sp5	0.3	135	144	1609.934	1009.615	500.0	184.0	145.81076388888886	6.25	39	0.3333333333333333	78.46426280798147	85.52600000000001
Photeros_annecohenae	pan10	7	sp6	0.13	158	162	1609.934	919.872	592.949	183.0	150.62609649122803	13.0	39	0.4666666666666667	89.74300000000005	92.94899999999996
Photeros_annecohenae	pan11	1	p1	0.06666666666666667	87	89	1046.457	885.417	45.833	172.0	153.31	3.0				
Photeros_annecohenae	pan11	2	sp0	0.2	102	108	981.053	750.0	95.703	185.0	154.90573450378128	52.57142857142857	64	0.43333333333333335	150.3843313148016	49.870000000000005
Photeros_annecohenae	pan11	3	sp1	0.23	120	127	837.166	563.334	133.333	189.0	156.7156573498965	42.82142857142857	75	0.4	235.68551997312014	37.629999999999995
Photeros_annecohenae	pan11	4	sp2	0.23	135	142	996.626	563.492	208.333	187.0	156.16692205716345	29.04017857142857	63	0.26666666666666666	159.46007827666452	75.0
Photeros_annecohenae	pan11	5	sp3	0.23	154	161	996.626	490.079	246.032	182.0	153.58697552447552	17.625	63	0.4	73.41299999999995	37.69900000000001
Photeros_annecohenae	pan11	6	sp5	0.23	173	180	951.325	439.394	287.879	185.0	154.0612326270221	10.607142857142858	66	0.4	67.97903960780847	41.84700000000001
Photeros_annecohenae	pan11	7	sp6	0.2	192	198	965.96	392.308	355.769	179.0	152.36808905380337	17.535714285714285	65	0.4	49.3079569745087	67.88999999999999
Photeros_annecohenae	pan11	8	sp7	0.23	210	217	981.053	320.312	427.734	180.0	147.06236869747897	6.607142857142858	64	0.4	73.56101321352226	71.96499999999997
Photeros_annecohenae	pan11	9	sp8	0.1	229	232	1012.7	294.355	495.968	182.0	155.31176470588235	11.5	62	0.4	40.93040994175361	68.23400000000004
Photeros_annecohenae	pan11	10	sp4	0.1	248	251	1012.7	243.952	538.306	168.0	147.95	4.75	62	0.5333333333333333	50.40300000000002	42.33800000000002
Photeros_annecohenae	pan11	11	sp9	0.1	263	266	1064.194	233.051	608.051	173.0	144.3	3.75	59	0.4	52.63519580090865	69.745
Photeros_annecohenae	pan11	12	p16	0.1	282	285	1046.457	177.083	660.417	160.0	140.5	3.0		0.5333333333333333	58.711312308617266	52.365999999999985
Photeros_annecohenae	pan12	1	sp0	0.23	50	57	518.904	215.909	74.38	185.0	153.20237306634365	24.125	121			
Photeros_annecohenae	pan12	2	sp1	0.23	69	76	494.389	199.803	121.063	184.0	148.66529879765173	19.92857142857143	127	0.4	29.332379054553332	46.68300000000001
Photeros_annecohenae	pan12	3	sp2	0.23	84	91	494.389	191.929	177.165	185.0	152.8354392605939	22.214285714285715	127	0.26666666666666666	7.873999999999995	56.10199999999999
Photeros_annecohenae	pan12	4	sp3	0.1	103	106	541.271	170.259	247.845	180.0	157.57857142857142	28.0	116	0.4	51.647950820918304	70.68
Photeros_annecohenae	pan12	5	sp4	0.1	118	121	627.874	148.75	312.5	171.0	149.44166666666666	8.0	100	0.4	89.2340556626225	64.655
Photeros_annecohenae	pan12	6	p8	0.06666666666666667	133	135	627.874	112.5	330.0	151.0	135.0	2.5		0.4	36.25	17.5
Photeros_annecohenae	pan13	1	sp0	0.47	49	63	427.125	385.204	39.966	190.0	156.06319756337365	95.7560606060606	147			
Photeros_annecohenae	pan13	2	sp1	0.4	72	84	475.662	364.583	108.901	187.0	156.0422236444764	61.84090909090909	132	0.3	52.73581335297671	68.935
Photeros_annecohenae	pan13	3	sp2	0.47	91	105	445.301	283.688	155.142	185.0	151.39580616102546	57.4625	141	0.23333333333333334	86.40481089615326	46.241
Photeros_annecohenae	pan13	4	sp3	0.27	113	121	494.389	269.685	232.283	184.0	158.15629753295303	52.660714285714285	127	0.26666666666666666	51.04621193585281	77.14099999999999
Photeros_annecohenae	pan13	5	sp4	0.27	132	140	502.299	268.0	325.0	192.0	157.3107137890617	34.00396825396825	125	0.36666666666666664	8.087479520839574	92.71700000000001
Photeros_annecohenae	pan14	1	sp0	0.5	67	82	1101.534	210.526	133.772	190.0	150.1040157531544	16.716666666666665	57			
Photeros_annecohenae	pan14	2	sp2	0.2	113	119	1207.45	240.385	151.442	189.0	152.90434065934068	14.214285714285715	52	1.0333333333333334	110.04434986404338	17.670000000000016
Photeros_annecohenae	pan14	3	sp3	0.23	131	138	1281.376	265.306	186.224	185.0	151.906328320802	7.107142857142858	49	0.4	78.01352265472947	34.78199999999998
Photeros_annecohenae	pan14	4	sp4	0.1	154	157	1255.748	255.0	212.5	176.0	150.54761904761904	9.75	50	0.5333333333333333	27.622599805231875	26.27600000000001
Photeros_annecohenae	pan14	5	sp5	0.1	173	176	1255.748	230.0	257.5	179.0	148.9220779220779	6.75	50	0.5333333333333333	25.0	45.0
Photeros_annecohenae	pan14	6	sp1	0.2	188	194	1255.748	220.0	315.0	169.0	144.39251700680268	2.6071428571428577	50	0.4	10.0	57.5
