frame	cX	cY	area	minI	maxI	meanI	camera	tank	cXtank	match_status
27851	366	340	55.5	183.0	255.0	229.72602739726025	left	left_tank1	181.0	match
27851	2198	344	57.5	181.0	255.0	221.59259259259252	right	right_tank1	136.0	
27851	2273	339	198.5	181.0	255.0	223.94713656387668	right	right_tank1	211.0	match
27851	2370	349	63.5	182.0	255.0	227.77215189873417	right	right_tank1	308.0	
27851	2346	360	71.0	181.0	241.0	220.72413793103448	right	right_tank1	284.0	
27851	2258	364	22.0	185.0	245.0	220.8709677419355	right	right_tank1	196.0	match
27852	362	256	17.5	181.0	255.0	231.5555555555556	left	left_tank1	177.0	match
27852	362	287	188.5	181.0	255.0	233.3183856502242	left	left_tank1	177.0	match
27852	2151	306	13.5	183.0	255.0	226.4090909090909	right	right_tank1	89.0	match
27852	2254	306	80.0	181.0	255.0	229.43877551020407	right	right_tank1	192.0	match
27852	221	313	37.0	181.0	240.0	213.76	left	left_tank1	36.0	match
27852	262	313	44.5	181.0	255.0	214.32203389830508	left	left_tank1	77.0	match
27852	2276	317	55.0	181.0	255.0	226.89041095890408	right	right_tank1	214.0	match
27852	248	320	24.5	181.0	219.0	208.2058823529412	left	left_tank1	63.0	match
27852	456	317	165.0	181.0	255.0	228.55897435897435	left	left_tank1	271.0	match
27852	283	326	31.0	181.0	255.0	220.3095238095238	left	left_tank1	98.0	match
27852	2130	325	43.5	182.0	232.0	214.98245614035088	right	right_tank1	68.0	match
27852	2176	326	33.5	181.0	255.0	226.7555555555556	right	right_tank1	114.0	match
27852	365	317	229.0	181.0	255.0	232.03422053231932	left	left_tank1	180.0	match
27852	2159	333	48.5	182.0	255.0	231.3870967741936	right	right_tank1	97.0	match
27852	434	333	53.5	181.0	247.0	220.40298507462688	left	left_tank1	249.0	match
27852	2366	335	55.5	181.0	235.0	211.54166666666663	right	right_tank1	304.0	match
27852	366	340	70.0	181.0	255.0	230.8181818181818	left	left_tank1	181.0	match
27852	2200	343	28.5	182.0	255.0	222.5128205128205	right	right_tank1	138.0	
27852	2273	341	164.5	181.0	251.0	225.02617801047123	right	right_tank1	211.0	match
27852	2371	348	57.0	181.0	248.0	213.2876712328767	right	right_tank1	309.0	
27852	2346	362	70.0	181.0	248.0	220.9186046511628	right	right_tank1	284.0	match
27852	2258	365	42.5	182.0	255.0	227.3392857142857	right	right_tank1	196.0	match
27853	241	293	18.5	182.0	252.0	217.85714285714283	left	left_tank1	56.0	match
27853	361	287	198.5	181.0	255.0	229.66666666666669	left	left_tank1	176.0	match
27853	2150	305	15.5	181.0	221.0	209.91304347826087	right	right_tank1	88.0	match
27853	2255	306	90.0	181.0	255.0	231.38888888888889	right	right_tank1	193.0	match
27853	260	313	75.0	181.0	255.0	224.68478260869568	left	left_tank1	75.0	match
27853	221	314	51.5	182.0	236.0	215.0769230769231	left	left_tank1	36.0	match
27853	2278	317	58.0	181.0	255.0	229.82432432432435	right	right_tank1	216.0	match
27853	248	319	27.5	181.0	219.0	208.02564102564105	left	left_tank1	63.0	match
27853	458	319	135.0	181.0	255.0	229.4723926380368	left	left_tank1	273.0	match
27853	2130	325	48.5	181.0	232.0	217.0967741935484	right	right_tank1	68.0	match
27853	364	317	200.5	176.0	255.0	232.97872340425533	left	left_tank1	179.0	match
27853	284	326	26.0	181.0	255.0	222.44444444444443	left	left_tank1	99.0	match
27853	2177	327	25.5	182.0	255.0	214.45945945945948	right	right_tank1	115.0	match
27853	2160	331	37.0	181.0	230.0	213.3061224489796	right	right_tank1	98.0	match
27853	432	333	55.0	181.0	255.0	223.0144927536232	left	left_tank1	247.0	match
27853	2366	337	49.0	182.0	255.0	218.7258064516129	right	right_tank1	304.0	match
27853	366	341	85.0	181.0	255.0	232.11428571428573	left	left_tank1	181.0	match
27853	2199	343	54.0	181.0	255.0	223.73529411764704	right	right_tank1	137.0	match
27853	2273	340	170.0	181.0	255.0	230.03061224489795	right	right_tank1	211.0	match
27853	2371	349	62.0	181.0	255.0	223.4625	right	right_tank1	309.0	
27853	2346	360	71.0	181.0	248.0	221.367816091954	right	right_tank1	284.0	
27853	2258	364	55.5	181.0	255.0	233.3571428571429	right	right_tank1	196.0	match
27854	362	254	14.5	182.0	243.0	217.69565217391303	left	left_tank1	177.0	match
27854	362	287	162.5	181.0	255.0	219.2872340425532	left	left_tank1	177.0	match
27854	2150	305	15.5	181.0	221.0	209.91304347826087	right	right_tank1	88.0	match
27854	2254	305	90.5	181.0	255.0	231.52777777777777	right	right_tank1	192.0	match
27854	220	313	60.0	181.0	255.0	227.3552631578947	left	left_tank1	35.0	match
27854	2277	316	55.0	181.0	255.0	231.9154929577465	right	right_tank1	215.0	match
27854	257	315	110.0	181.0	255.0	221.2446043165468	left	left_tank1	72.0	match
27854	2129	325	10.5	181.0	192.0	198.64705882352945	right	right_tank1	67.0	match
27854	457	318	148.0	181.0	255.0	227.47727272727272	left	left_tank1	272.0	match
27854	366	317	172.0	181.0	255.0	228.8994974874372	left	left_tank1	181.0	match
27854	284	327	29.0	183.0	255.0	222.26829268292684	left	left_tank1	99.0	match
27854	2177	327	36.0	183.0	251.0	223.12765957446808	right	right_tank1	115.0	
27854	2158	333	15.5	182.0	224.0	210.65217391304347	right	right_tank1	96.0	match
27854	433	333	71.5	181.0	255.0	224.3793103448276	left	left_tank1	248.0	match
27854	2366	337	46.0	181.0	255.0	223.728813559322	right	right_tank1	304.0	match
27854	2197	342	46.0	181.0	255.0	222.55	right	right_tank1	135.0	
27854	365	341	70.0	178.0	255.0	229.95652173913044	left	left_tank1	180.0	match
27854	2271	339	181.5	181.0	255.0	232.72300469483568	right	right_tank1	209.0	match
27854	2372	349	72.0	181.0	255.0	224.32222222222225	right	right_tank1	310.0	
27854	2346	361	64.0	181.0	253.0	223.46341463414635	right	right_tank1	284.0	match
27854	2258	364	47.5	182.0	255.0	236.54098360655732	right	right_tank1	196.0	match
27855	362	254	14.5	182.0	243.0	217.69565217391303	left	left_tank1	177.0	match
27855	436	289	18.0	181.0	218.0	207.5185185185185	left	left_tank1	251.0	match
27855	241	292	16.5	182.0	226.0	213.65384615384616	left	left_tank1	56.0	match
27855	362	287	175.5	181.0	255.0	220.0289855072464	left	left_tank1	177.0	match
27855	2150	305	20.5	181.0	238.0	212.06896551724137	right	right_tank1	88.0	match
27855	2254	305	89.5	181.0	255.0	231.7196261682243	right	right_tank1	192.0	match
27855	219	313	45.0	181.0	255.0	221.3448275862069	left	left_tank1	34.0	match
27855	2276	313	39.0	181.0	251.0	221.7735849056604	right	right_tank1	214.0	match
27855	256	315	89.5	181.0	255.0	223.4260869565217	left	left_tank1	71.0	match
27855	457	317	134.5	181.0	255.0	228.7901234567901	left	left_tank1	272.0	match
27855	2179	327	13.5	181.0	230.0	212.5909090909091	right	right_tank1	117.0	match
27855	2129	324	36.0	182.0	255.0	223.6875	right	right_tank1	67.0	match
27855	284	326	31.0	181.0	255.0	221.2	left	left_tank1	99.0	match
27855	365	317	208.0	181.0	255.0	230.402489626556	left	left_tank1	180.0	match
27855	432	332	49.0	181.0	255.0	224.0	left	left_tank1	247.0	match
27855	2159	334	23.5	181.0	222.0	213.02941176470588	right	right_tank1	97.0	match
27855	2367	336	36.0	183.0	255.0	224.1063829787234	right	right_tank1	305.0	match
27855	365	341	50.0	175.0	255.0	228.51470588235293	left	left_tank1	180.0	match
27855	2199	343	33.5	181.0	230.0	213.04545454545456	right	right_tank1	137.0	match
27855	2273	342	134.5	181.0	255.0	225.38993710691824	right	right_tank1	211.0	match
27855	2373	348	74.0	181.0	255.0	225.19565217391303	right	right_tank1	311.0	
27855	2348	360	61.0	181.0	255.0	226.98684210526315	right	right_tank1	286.0	match
27855	2258	365	53.5	182.0	255.0	239.44117647058823	right	right_tank1	196.0	match
27856	361	255	12.0	183.0	243.0	221.47619047619045	left	left_tank1	176.0	match
27856	435	288	17.0	181.0	218.0	207.65384615384616	left	left_tank1	250.0	match
27856	240	292	22.5	181.0	227.0	214.9705882352941	left	left_tank1	55.0	match
27856	363	288	188.5	181.0	255.0	226.5900900900901	left	left_tank1	178.0	match
27856	2150	306	29.5	181.0	255.0	223.375	right	right_tank1	88.0	match
27856	2254	307	96.0	181.0	255.0	232.3304347826087	right	right_tank1	192.0	match
27856	261	312	58.0	181.0	255.0	226.24	left	left_tank1	76.0	match
27856	219	312	73.0	182.0	255.0	226.22727272727272	left	left_tank1	34.0	match
27856	248	318	15.0	181.0	200.0	202.08695652173915	left	left_tank1	63.0	match
27856	2275	316	40.0	182.0	255.0	220.1176470588236	right	right_tank1	213.0	match
27856	365	315	172.0	181.0	255.0	225.1868686868687	left	left_tank1	180.0	match
27856	2128	325	19.0	182.0	225.0	213.85714285714283	right	right_tank1	66.0	match
27856	458	317	158.5	181.0	255.0	228.8947368421053	left	left_tank1	273.0	match
27856	284	326	26.5	181.0	255.0	221.7179487179487	left	left_tank1	99.0	match
27856	2174	329	16.0	184.0	251.0	217.72	right	right_tank1	112.0	match
27856	2159	333	29.0	181.0	255.0	217.97435897435892	right	right_tank1	97.0	match
27856	431	332	64.0	181.0	255.0	227.5949367088608	left	left_tank1	246.0	match
27856	365	341	42.5	182.0	255.0	231.78571428571428	left	left_tank1	180.0	
27856	2199	344	40.0	181.0	255.0	226.09615384615387	right	right_tank1	137.0	match
27856	2273	339	172.5	181.0	255.0	228.44827586206893	right	right_tank1	211.0	match
27856	2373	350	71.0	181.0	255.0	223.3563218390805	right	right_tank1	311.0	match
27856	2346	360	54.5	181.0	252.0	214.94202898550725	right	right_tank1	284.0	match
27856	2257	365	70.0	182.0	255.0	240.2117647058824	right	right_tank1	195.0	match
27857	361	253	14.0	182.0	245.0	220.08695652173915	left	left_tank1	176.0	match
27857	435	290	15.0	181.0	215.0	208.2083333333333	left	left_tank1	250.0	match
27857	239	293	26.0	183.0	255.0	229.9736842105263	left	left_tank1	54.0	match
27857	363	287	237.0	181.0	255.0	229.2116788321168	left	left_tank1	178.0	match
27857	2254	307	94.0	182.0	255.0	232.24137931034485	right	right_tank1	192.0	match
27857	456	309	30.0	181.0	215.0	207.175	left	left_tank1	271.0	match
27857	217	312	76.5	181.0	245.0	222.3333333333333	left	left_tank1	32.0	match
27857	261	315	35.5	181.0	255.0	229.5833333333333	left	left_tank1	76.0	match
27857	2276	318	65.5	181.0	255.0	227.14814814814807	right	right_tank1	214.0	match
27857	250	320	31.0	181.0	216.0	207.8095238095238	left	left_tank1	65.0	match
27857	458	322	102.0	181.0	255.0	236.49586776859505	left	left_tank1	273.0	match
27857	366	317	179.0	181.0	255.0	229.41747572815527	left	left_tank1	181.0	match
27857	2128	325	40.0	181.0	255.0	223.90384615384616	right	right_tank1	66.0	match
27857	285	327	33.5	181.0	253.0	220.0	left	left_tank1	100.0	xdif
27857	2175	329	35.5	181.0	255.0	226.2244897959184	right	right_tank1	113.0	match
27857	433	332	36.0	181.0	255.0	226.72916666666663	left	left_tank1	248.0	
27857	2158	334	29.0	181.0	242.0	216.65853658536585	right	right_tank1	96.0	match
27857	2367	337	21.5	183.0	242.0	217.9354838709677	right	right_tank1	305.0	match
27857	366	341	59.5	184.0	255.0	234.2894736842105	left	left_tank1	181.0	
27857	2199	343	43.5	181.0	255.0	225.10714285714283	right	right_tank1	137.0	match
27857	2273	340	134.0	181.0	255.0	233.7278481012658	right	right_tank1	211.0	match
27857	2374	349	81.0	181.0	255.0	229.5555555555556	right	right_tank1	312.0	xdif
27857	2345	360	48.5	182.0	235.0	215.26229508196724	right	right_tank1	283.0	match
27857	2257	365	74.0	181.0	255.0	234.7578947368421	right	right_tank1	195.0	match
27858	362	255	14.0	182.0	248.0	221.08695652173915	left	left_tank1	177.0	match
27858	433	289	11.0	182.0	219.0	210.15	left	left_tank1	248.0	match
27858	240	292	29.0	185.0	255.0	231.25	left	left_tank1	55.0	match
27858	363	288	196.5	176.0	255.0	226.7457627118644	left	left_tank1	178.0	match
27858	2254	306	93.5	181.0	255.0	232.16379310344828	right	right_tank1	192.0	match
27858	455	308	17.0	183.0	252.0	221.88888888888889	left	left_tank1	270.0	match
27858	218	312	68.0	181.0	236.0	217.3647058823529	left	left_tank1	33.0	match
27858	2276	317	57.5	181.0	255.0	227.8918918918919	right	right_tank1	214.0	match
27858	253	317	73.5	181.0	222.0	207.95918367346937	left	left_tank1	68.0	match
27858	460	321	85.0	181.0	255.0	236.18269230769232	left	left_tank1	275.0	match
27858	365	316	162.5	181.0	255.0	233.07894736842104	left	left_tank1	180.0	match
27858	2128	325	44.0	181.0	255.0	229.17857142857144	right	right_tank1	66.0	match
27858	286	326	38.0	181.0	236.0	218.80769230769232	left	left_tank1	101.0	match
27858	2175	331	21.0	181.0	235.0	210.4516129032258	right	right_tank1	113.0	match
27858	2159	334	13.5	181.0	255.0	223.57142857142856	right	right_tank1	97.0	match
27858	431	332	56.5	181.0	255.0	233.74647887323945	left	left_tank1	246.0	match
27858	2367	337	17.5	183.0	255.0	228.61538461538464	right	right_tank1	305.0	match
27858	366	343	53.0	181.0	255.0	229.1764705882353	left	left_tank1	181.0	
27858	2200	343	49.0	181.0	241.0	215.53846153846155	right	right_tank1	138.0	match
27858	2273	340	160.5	181.0	255.0	228.6914893617021	right	right_tank1	211.0	match
27858	2374	351	42.0	181.0	216.0	208.6428571428572	right	right_tank1	312.0	match
27858	2345	360	60.0	181.0	255.0	226.30666666666667	right	right_tank1	283.0	match
27858	2257	365	65.0	181.0	255.0	235.5	right	right_tank1	195.0	match
27859	239	292	20.5	182.0	227.0	210.8125	left	left_tank1	54.0	match
27859	361	287	163.0	181.0	255.0	228.659793814433	left	left_tank1	176.0	match
27859	458	305	17.5	183.0	253.0	221.37037037037035	left	left_tank1	273.0	match
27859	2254	307	113.5	181.0	255.0	234.4028776978417	right	right_tank1	192.0	match
27859	260	314	55.0	181.0	253.0	225.72463768115944	left	left_tank1	75.0	match
27859	218	313	68.5	181.0	255.0	226.0581395348837	left	left_tank1	33.0	match
27859	2276	317	62.0	182.0	255.0	225.57692307692307	right	right_tank1	214.0	match
27859	247	317	58.0	182.0	235.0	213.17567567567568	left	left_tank1	62.0	xdif
27859	460	319	78.0	181.0	255.0	225.81372549019608	left	left_tank1	275.0	match
27859	366	316	172.0	181.0	255.0	233.215	left	left_tank1	181.0	match
27859	2129	326	14.0	182.0	240.0	215.54545454545456	right	right_tank1	67.0	match
27859	285	326	30.0	182.0	255.0	221.0	left	left_tank1	100.0	match
27859	2157	332	44.0	181.0	255.0	231.68421052631572	right	right_tank1	95.0	match
27859	431	332	51.5	181.0	255.0	231.55882352941177	left	left_tank1	246.0	
27859	2199	342	34.5	181.0	248.0	218.6304347826087	right	right_tank1	137.0	match
27859	365	343	67.0	181.0	255.0	232.54651162790697	left	left_tank1	180.0	
27859	2274	341	141.0	181.0	255.0	230.5581395348837	right	right_tank1	212.0	match
27859	2374	350	62.5	181.0	252.0	223.52564102564105	right	right_tank1	312.0	match
27859	2345	360	59.0	181.0	255.0	224.64864864864867	right	right_tank1	283.0	match
27859	2257	366	46.5	181.0	255.0	235.69841269841268	right	right_tank1	195.0	xdif
27860	239	292	18.5	184.0	221.0	211.0	left	left_tank1	54.0	match
27860	362	288	187.5	180.0	255.0	228.75454545454545	left	left_tank1	177.0	match
27860	2253	306	101.5	168.0	255.0	232.98360655737707	right	right_tank1	191.0	match
27860	217	311	40.5	181.0	226.0	211.88888888888889	left	left_tank1	32.0	match
27860	259	314	27.0	181.0	245.0	218.3684210526316	left	left_tank1	74.0	match
27860	2275	316	65.5	181.0	255.0	223.5119047619048	right	right_tank1	213.0	match
27860	248	319	37.5	181.0	219.0	209.6	left	left_tank1	63.0	match
27860	460	319	76.5	181.0	238.0	218.1052631578948	left	left_tank1	275.0	match
27860	366	317	176.5	181.0	255.0	231.2427184466019	left	left_tank1	181.0	match
27860	2129	326	13.0	182.0	240.0	216.5217391304348	right	right_tank1	67.0	match
27860	285	325	45.5	183.0	255.0	231.04615384615383	left	left_tank1	100.0	match
27860	2174	328	17.0	182.0	255.0	219.75	right	right_tank1	112.0	match
27860	433	332	54.5	173.0	255.0	230.69565217391303	left	left_tank1	248.0	match
27860	2157	333	39.5	181.0	255.0	233.3846153846154	right	right_tank1	95.0	match
27860	2198	341	32.0	181.0	248.0	217.8409090909091	right	right_tank1	136.0	match
27860	366	342	59.5	188.0	255.0	233.2857142857143	left	left_tank1	181.0	xdif
27860	2272	340	123.5	182.0	255.0	230.62337662337663	right	right_tank1	210.0	match
27860	2374	350	71.0	181.0	255.0	224.123595505618	right	right_tank1	312.0	xdif
27860	2345	360	59.0	181.0	255.0	224.64864864864867	right	right_tank1	283.0	match
27860	2256	366	45.5	181.0	255.0	237.78333333333333	right	right_tank1	194.0	match
27861	240	292	16.5	181.0	206.0	202.1153846153846	left	left_tank1	55.0	match
27861	361	287	189.5	181.0	255.0	230.06787330316743	left	left_tank1	176.0	match
27861	2254	306	96.5	181.0	255.0	233.9579831932773	right	right_tank1	192.0	match
27861	219	311	44.5	181.0	255.0	215.4035087719298	left	left_tank1	34.0	match
27861	2276	317	50.5	181.0	255.0	227.15625	right	right_tank1	214.0	match
27861	253	317	79.5	181.0	247.0	215.21698113207543	left	left_tank1	68.0	match
27861	460	320	63.0	181.0	247.0	219.34567901234567	left	left_tank1	275.0	match
27861	366	317	141.5	181.0	255.0	231.1301775147929	left	left_tank1	181.0	match
27861	2129	325	10.5	182.0	235.0	219.5555555555556	right	right_tank1	67.0	match
27861	286	326	33.5	181.0	255.0	230.1086956521739	left	left_tank1	101.0	match
27861	2174	327	14.5	185.0	255.0	222.91666666666663	right	right_tank1	112.0	match
27861	431	330	42.0	181.0	243.0	216.59259259259252	left	left_tank1	246.0	match
27861	2157	332	40.5	182.0	255.0	232.41071428571428	right	right_tank1	95.0	match
27861	2368	336	13.0	181.0	227.0	209.65	right	right_tank1	306.0	match
27861	2200	342	27.0	182.0	248.0	218.9736842105263	right	right_tank1	138.0	match
27861	366	342	51.5	183.0	255.0	231.05882352941177	left	left_tank1	181.0	match
27861	2274	341	126.0	0.0	255.0	229.66666666666663	right	right_tank1	212.0	match
27861	2374	350	60.5	181.0	253.0	224.17105263157893	right	right_tank1	312.0	
27861	2344	361	92.0	181.0	255.0	229.858407079646	right	right_tank1	282.0	
27861	2258	366	33.0	181.0	255.0	223.2	right	right_tank1	196.0	match
27862	361	287	180.5	181.0	255.0	230.9811320754717	left	left_tank1	176.0	match
27862	2150	308	11.5	182.0	242.0	213.7619047619048	right	right_tank1	88.0	match
27862	2254	306	95.5	181.0	255.0	235.2586206896552	right	right_tank1	192.0	match
27862	454	309	19.5	181.0	210.0	205.9655172413793	left	left_tank1	269.0	match
27862	216	310	31.5	183.0	255.0	221.95348837209303	left	left_tank1	31.0	match
27862	259	314	39.0	182.0	250.0	219.8235294117647	left	left_tank1	74.0	match
27862	2277	317	43.5	181.0	255.0	229.4561403508772	right	right_tank1	215.0	match
27862	248	318	44.0	181.0	241.0	214.0344827586207	left	left_tank1	63.0	match
27862	366	316	144.5	181.0	255.0	231.42603550295857	left	left_tank1	181.0	match
27862	463	322	53.5	181.0	255.0	220.7536231884058	left	left_tank1	278.0	match
27862	2128	324	34.5	181.0	255.0	222.3043478260869	right	right_tank1	66.0	match
27862	286	326	35.0	181.0	255.0	228.3125	left	left_tank1	101.0	match
27862	2174	328	20.0	181.0	255.0	216.7941176470588	right	right_tank1	112.0	match
27862	2155	333	44.0	0.0	255.0	229.8103448275862	right	right_tank1	93.0	match
27862	432	334	47.5	182.0	250.0	221.4918032786885	left	left_tank1	247.0	match
27862	2273	338	133.0	181.0	255.0	229.29447852760737	right	right_tank1	211.0	match
27862	2199	343	32.5	181.0	251.0	219.9555555555556	right	right_tank1	137.0	
27862	365	342	63.0	181.0	255.0	231.4197530864197	left	left_tank1	180.0	match
27862	2374	349	52.5	181.0	236.0	217.6969696969697	right	right_tank1	312.0	match
27862	2345	358	53.0	181.0	241.0	215.8939393939394	right	right_tank1	283.0	match
27862	2257	365	27.5	182.0	247.0	216.7317073170732	right	right_tank1	195.0	match
27863	363	287	159.0	181.0	255.0	228.98984771573603	left	left_tank1	178.0	match
27863	2252	306	92.5	181.0	255.0	222.7	right	right_tank1	190.0	match
27863	218	313	39.0	182.0	255.0	219.64705882352945	left	left_tank1	33.0	match
27863	2278	316	41.0	181.0	255.0	224.0943396226415	right	right_tank1	216.0	match
27863	252	316	114.0	181.0	255.0	223.17142857142852	left	left_tank1	67.0	match
27863	463	322	49.5	181.0	255.0	227.59375	left	left_tank1	278.0	match
27863	367	317	161.5	181.0	255.0	229.52406417112297	left	left_tank1	182.0	match
27863	2128	325	11.0	182.0	238.0	218.5	right	right_tank1	66.0	match
27863	2157	332	38.5	181.0	255.0	228.03846153846155	right	right_tank1	95.0	match
27863	430	332	71.0	181.0	255.0	228.08988764044943	left	left_tank1	245.0	match
27863	2199	342	40.5	181.0	238.0	216.9811320754717	right	right_tank1	137.0	
27863	366	342	53.0	181.0	255.0	226.3333333333333	left	left_tank1	181.0	match
27863	2273	338	131.5	181.0	255.0	229.4203821656051	right	right_tank1	211.0	match
27863	2375	350	30.0	181.0	224.0	208.093023255814	right	right_tank1	313.0	
27863	2345	358	55.0	181.0	241.0	218.7826086956522	right	right_tank1	283.0	match
27863	2257	365	37.5	170.0	255.0	216.05882352941177	right	right_tank1	195.0	match
27864	238	291	23.5	181.0	222.0	210.91176470588235	left	left_tank1	53.0	match
27864	361	286	173.0	181.0	255.0	232.39336492891	left	left_tank1	176.0	match
27864	2252	307	77.5	181.0	255.0	220.51546391752572	right	right_tank1	190.0	match
27864	217	311	25.0	181.0	241.0	215.37142857142857	left	left_tank1	32.0	match
27864	259	314	27.5	184.0	252.0	221.7894736842105	left	left_tank1	74.0	match
27864	2277	316	25.5	181.0	230.0	214.66666666666663	right	right_tank1	215.0	match
27864	246	317	35.5	181.0	236.0	215.38297872340425	left	left_tank1	61.0	xdif
27864	463	321	53.0	181.0	255.0	228.3823529411765	left	left_tank1	278.0	match
27864	367	317	165.0	181.0	255.0	234.0104712041885	left	left_tank1	182.0	match
27864	2127	324	11.5	183.0	242.0	217.6315789473684	right	right_tank1	65.0	match
27864	2157	331	38.5	181.0	255.0	227.7843137254902	right	right_tank1	95.0	match
27864	431	332	43.5	181.0	255.0	225.4655172413793	left	left_tank1	246.0	match
27864	2199	342	13.5	182.0	219.0	208.8095238095238	right	right_tank1	137.0	match
27864	365	342	42.5	181.0	255.0	228.0877192982456	left	left_tank1	180.0	xdif
27864	2273	338	141.5	181.0	255.0	228.66265060240968	right	right_tank1	211.0	match
27864	2376	350	38.5	181.0	255.0	219.7735849056604	right	right_tank1	314.0	xdif
27864	2344	359	49.5	181.0	253.0	217.515625	right	right_tank1	282.0	match
27864	2256	366	41.0	184.0	255.0	230.38181818181812	right	right_tank1	194.0	xdif
27865	240	292	27.0	182.0	255.0	226.525	left	left_tank1	55.0	match
27865	361	288	168.0	178.0	255.0	229.7941176470588	left	left_tank1	176.0	match
27865	2253	307	67.5	181.0	255.0	226.95294117647057	right	right_tank1	191.0	match
27865	216	312	27.0	182.0	231.0	212.43243243243245	left	left_tank1	31.0	match
27865	259	315	20.0	181.0	250.0	216.1379310344828	left	left_tank1	74.0	match
27865	2277	316	42.0	181.0	255.0	224.1636363636364	right	right_tank1	215.0	match
27865	247	318	23.5	181.0	236.0	214.08823529411765	left	left_tank1	62.0	xdif
27865	365	315	130.5	181.0	255.0	230.86754966887412	left	left_tank1	180.0	match
27865	463	321	52.0	185.0	255.0	230.1515151515152	left	left_tank1	278.0	match
27865	2127	324	34.5	181.0	255.0	228.91489361702128	right	right_tank1	65.0	match
27865	284	326	15.0	181.0	225.0	211.6086956521739	left	left_tank1	99.0	match
27865	2156	332	39.0	185.0	255.0	229.6346153846154	right	right_tank1	94.0	match
27865	431	332	52.0	182.0	255.0	225.95652173913044	left	left_tank1	246.0	match
27865	367	343	10.5	181.0	227.0	208.1176470588236	left	left_tank1	182.0	
27865	2274	338	138.5	181.0	255.0	230.55757575757576	right	right_tank1	212.0	match
27865	2200	343	38.0	185.0	255.0	227.6938775510204	right	right_tank1	138.0	match
27865	2376	351	43.0	182.0	255.0	221.1929824561404	right	right_tank1	314.0	match
27865	2344	359	38.5	181.0	255.0	223.31372549019608	right	right_tank1	282.0	match
27865	2255	366	48.5	181.0	255.0	234.5079365079365	right	right_tank1	193.0	xdif
27866	361	286	137.0	181.0	225.0	209.64705882352945	left	left_tank1	176.0	match
27866	2253	307	69.5	181.0	255.0	223.23595505617976	right	right_tank1	191.0	match
27866	257	316	11.0	182.0	207.0	202.38888888888889	left	left_tank1	72.0	match
27866	2277	317	24.5	183.0	255.0	230.77142857142857	right	right_tank1	215.0	match
27866	246	318	37.0	184.0	226.0	213.1836734693877	left	left_tank1	61.0	match
27866	462	321	12.5	181.0	204.0	203.15	left	left_tank1	277.0	match
27866	366	313	166.0	181.0	255.0	221.139896373057	left	left_tank1	181.0	match
27866	2125	326	30.5	182.0	245.0	219.90243902439025	right	right_tank1	63.0	match
27866	2156	331	38.5	181.0	232.0	213.12	right	right_tank1	94.0	match
27866	431	331	57.0	181.0	255.0	225.43835616438355	left	left_tank1	246.0	match
27866	2199	342	21.0	181.0	233.0	214.1	right	right_tank1	137.0	
27866	366	343	17.5	182.0	248.0	215.76	left	left_tank1	181.0	match
27866	2274	339	138.5	181.0	255.0	226.96951219512195	right	right_tank1	212.0	match
27866	2376	349	27.0	181.0	216.0	205.7631578947368	right	right_tank1	314.0	
27866	2343	359	27.0	181.0	219.0	209.7027027027027	right	right_tank1	281.0	match
27866	2257	368	19.5	181.0	210.0	205.67857142857144	right	right_tank1	195.0	match
27867	358	286	107.5	181.0	253.0	225.375	left	left_tank1	173.0	match
27867	370	294	17.5	181.0	232.0	214.6774193548387	left	left_tank1	185.0	match
27867	2252	307	71.5	182.0	255.0	230.3296703296704	right	right_tank1	190.0	match
27867	215	310	41.0	181.0	226.0	208.50943396226413	left	left_tank1	30.0	match
27867	257	314	22.0	182.0	207.0	204.6969696969697	left	left_tank1	72.0	match
27867	2278	315	32.5	181.0	250.0	209.65116279069767	right	right_tank1	216.0	match
27867	246	318	35.0	182.0	226.0	212.91489361702128	left	left_tank1	61.0	match
27867	366	316	135.0	182.0	255.0	232.925	left	left_tank1	181.0	match
27867	464	322	28.5	181.0	231.0	211.02439024390245	left	left_tank1	279.0	match
27867	286	325	10.5	181.0	204.0	204.2222222222222	left	left_tank1	101.0	match
27867	2126	325	39.5	183.0	255.0	235.0769230769231	right	right_tank1	64.0	match
27867	430	332	54.5	182.0	255.0	234.13888888888889	left	left_tank1	245.0	match
27867	2156	332	46.5	181.0	245.0	219.66666666666663	right	right_tank1	94.0	match
27867	2200	342	17.5	183.0	233.0	213.96153846153848	right	right_tank1	138.0	match
27867	365	343	28.0	181.0	255.0	220.05128205128204	left	left_tank1	180.0	
27867	2275	340	123.0	181.0	255.0	225.38620689655173	right	right_tank1	213.0	match
27867	2376	351	47.5	182.0	252.0	228.1639344262296	right	right_tank1	314.0	match
27867	2344	359	31.0	181.0	255.0	222.8809523809524	right	right_tank1	282.0	match
27867	2256	367	28.0	181.0	233.0	216.02631578947367	right	right_tank1	194.0	match
27868	240	292	13.5	183.0	221.0	211.77272727272728	left	left_tank1	55.0	match
27868	361	287	164.5	181.0	255.0	225.2989690721649	left	left_tank1	176.0	match
27868	2149	307	13.5	181.0	255.0	223.7142857142857	right	right_tank1	87.0	match
27868	2253	307	89.0	182.0	255.0	231.67592592592592	right	right_tank1	191.0	match
27868	217	312	39.0	181.0	218.0	207.86	left	left_tank1	32.0	match
27868	258	315	14.0	182.0	232.0	214.0	left	left_tank1	73.0	match
27868	2277	317	40.5	181.0	241.0	219.94339622641508	right	right_tank1	215.0	match
